inst,start,L0,L_final,improve_pct,basin_id
4,62,7.651960,3.336819,56.3926,0
4,63,7.056650,3.336819,52.7138,0
4,64,7.428975,3.336819,55.0837,0
4,65,7.253461,3.336819,53.9969,0
4,66,6.798419,3.336819,50.9177,0
4,67,6.418256,3.336819,48.0105,0
4,68,6.157888,3.336819,45.8123,0
4,69,6.312877,3.336819,47.1427,0
4,70,6.448080,3.557646,44.8263,3
4,71,5.706878,3.397419,40.4680,1
4,72,6.591472,3.336819,49.3767,0
4,73,7.382685,3.336819,54.8021,0
4,74,6.222688,3.336819,46.3766,0
4,75,4.601789,3.336819,27.4887,0
4,76,6.631891,3.336819,49.6853,0
4,77,6.306904,3.336819,47.0926,0
4,78,5.683753,3.336819,41.2920,0
4,79,8.638176,3.336819,61.3713,0
4,80,6.981764,3.336819,52.2067,0
4,81,4.622794,3.336819,27.8181,0
4,82,6.622183,3.336819,49.6115,0
4,83,6.821982,3.336819,51.0873,0
4,84,7.825632,3.336819,57.3604,0
4,85,5.799383,3.336819,42.4625,0
4,86,6.097448,3.561009,41.5984,2
4,87,7.488828,3.397419,54.6335,1
4,88,6.984859,3.397419,51.3602,1
4,89,6.119387,3.336819,45.4714,0
4,90,8.020098,3.336819,58.3943,0
4,91,5.801855,3.336819,42.4870,0
4,92,6.448830,3.336819,48.2570,0
4,93,6.395914,3.336819,47.8289,0
4,94,6.904089,3.336819,51.6689,0
4,95,7.597348,3.336819,56.0792,0
4,96,7.324769,3.336819,54.4447,0
4,97,5.761683,3.336819,42.0860,0
4,98,7.655940,3.336819,56.4153,0
4,99,8.561359,3.336819,61.0247,0
4,100,8.230753,3.336819,59.4591,0
4,101,5.804980,3.336819,42.5180,0
4,102,6.653598,3.336819,49.8494,0
4,103,7.684102,3.557646,53.7012,3
4,104,7.557687,3.336819,55.8487,0
4,105,6.928983,3.336819,51.8426,0
4,106,8.591127,3.336819,61.1597,0
4,107,8.296533,3.336819,59.7806,0
4,108,7.290956,3.336819,54.2335,0
4,109,7.405233,3.336819,54.9397,0
4,110,6.768224,3.336819,50.6988,0
4,111,6.517922,3.336819,48.8055,0
4,112,7.280313,3.336819,54.1665,0
4,113,7.175593,3.557646,50.4202,3
4,114,7.598295,3.336819,56.0846,0
4,115,6.744318,3.336819,50.5240,0
4,116,6.670623,3.336819,49.9774,0
4,117,5.814050,3.336819,42.6077,0
4,118,8.178646,3.336819,59.2008,0
4,119,6.437511,3.336819,48.1660,0
4,120,7.308936,3.336819,54.3460,0
4,121,6.253186,3.336819,46.6381,0
4,122,6.986777,3.336819,52.2409,0
4,123,6.795683,3.336819,50.8980,0
4,124,7.814284,3.336819,57.2985,0
4,125,6.213626,3.336819,46.2984,0
4,126,6.167483,3.336819,45.8966,0
4,127,6.253230,3.336819,46.6385,0
4,128,4.727171,3.336819,29.4119,0
4,129,7.167555,3.336819,53.4455,0
4,130,7.414928,3.336819,54.9986,0
4,131,6.866697,3.336819,51.4058,0
4,132,5.630537,3.336819,40.7371,0
4,133,6.986483,3.336819,52.2389,0
4,134,6.744656,3.336819,50.5265,0
4,135,6.517501,3.336819,48.8022,0
4,136,6.850295,3.336819,51.2894,0
4,137,7.027304,3.336819,52.5164,0
4,138,7.532578,3.336819,55.7015,0
4,139,8.154228,3.336819,59.0787,0
4,140,7.292690,3.561009,51.1702,2
4,141,6.349799,3.336819,47.4500,0
4,142,7.093051,3.336819,52.9565,0
4,143,6.772008,3.336819,50.7263,0
4,144,7.760921,3.397419,56.2240,1
4,145,6.767943,3.336819,50.6967,0
4,146,7.585912,3.336819,56.0130,0
4,147,6.293949,3.336819,46.9837,0
4,148,7.842689,3.557646,54.6374,3
4,149,5.937542,3.336819,43.8013,0
