x,y,f_true,interp
-0.875395,-0.321121,0.18021399,0.18021398
0.606220,-0.921708,0.26529226,0.26529224
-0.272308,0.398842,0.62605878,0.6260588
-0.119149,-0.116968,0.87205442,0.87205446
-0.058600,-0.156756,0.92331117,0.92331115
-0.228863,-0.178084,0.73949327,0.73949331
-0.437158,-0.271404,0.49295251,0.49295249
0.147177,-0.294597,1.0058297,1.0058296
0.130031,-0.243457,1.0278711,1.0278712
-0.935693,-0.896847,0.19735117,0.19735117
0.347551,-0.744018,0.57082169,0.57082169
0.604689,-0.850738,0.35020358,0.35020359
0.717499,0.196593,0.89514867,0.89514863
-0.105956,-0.067221,0.89341709,0.89341709
-0.631711,-0.178187,0.31784346,0.31784346
0.384916,-0.689567,0.62891984,0.62891982
0.307832,0.223919,1.0891346,1.0891345
0.636994,0.285881,0.91876882,0.91876879
0.268256,-0.593737,0.75878687,0.75878683
0.702708,0.546501,0.64326632,0.64326629
-0.327568,0.452999,0.55634519,0.55634519
-0.684415,0.887838,0.29406145,0.2940615
0.763480,0.841601,0.29339635,0.29339635
0.408444,-0.701855,0.60746709,0.60746707
0.666081,-0.030086,0.98903149,0.98903148
0.758046,-0.002157,0.89466008,0.8946601
0.386463,0.790453,0.5035419,0.50354189
0.297705,-0.123462,1.1326111,1.132611
0.876885,-0.686451,0.38295014,0.38295015
-0.809645,0.247041,0.20438183,0.20438184
0.264974,-0.294642,1.0403748,1.0403748
-0.049093,0.572846,0.69650141,0.6965014
-0.586346,0.281544,0.35070719,0.35070721
0.239044,-0.225132,1.0787675,1.0787674
0.738459,0.621832,0.54072405,0.54072405
-0.429509,0.909281,0.38401933,0.38401934
0.078016,0.391809,0.9041345,0.90413451
0.737352,0.265614,0.84033301,0.84033298
0.365872,0.551096,0.79731396,0.79731397
-0.687678,0.455573,0.27024482,0.27024481
-0.214047,0.474315,0.64548864,0.64548867
0.186168,-0.047187,1.1203001,1.1203002
0.347929,0.475780,0.88174653,0.88174653
0.411910,-0.650375,0.66972095,0.66972092
-0.450486,-0.167545,0.49201608,0.49201609
0.525678,-0.492522,0.80915615,0.80915615
-0.548452,0.691295,0.34899363,0.34899362
0.040081,-0.320921,0.93001852,0.93001851
-0.019610,0.690046,0.61538644,0.61538644
0.094330,-0.186205,1.0345907,1.0345906
0.674224,0.244720,0.91232666,0.91232666
0.453819,0.088973,1.1206159,1.1206159
0.851604,0.612538,0.46670624,0.46670622
-0.019616,0.649227,0.64909689,0.64909689
0.540847,-0.137304,1.0637275,1.0637274
-0.223456,-0.387431,0.67650158,0.67650154
0.804028,-0.629125,0.48711486,0.48711486
-0.423561,-0.227490,0.51370614,0.51370609
0.350587,-0.556364,0.7939105,0.79391053
0.325889,0.018025,1.1534527,1.1534527
-0.839857,0.181534,0.19172204,0.19172203
0.456838,0.132999,1.1066559,1.1066559
-0.411300,-0.144241,0.53728805,0.53728804
0.696918,-0.816219,0.35101152,0.35101149
0.429658,0.081094,1.1304238,1.1304238
-0.431709,0.432802,0.46861988,0.46861989
0.099860,0.196957,1.033501,1.033501
0.430379,-0.760426,0.52785044,0.52785045
0.209896,-0.376019,0.96742589,0.96742586
0.692597,0.685103,0.5015438,0.5015438
-0.771848,-0.025825,0.22342707,0.2234271
-0.420309,-0.588134,0.44415337,0.44415335
0.627020,0.233503,0.95864663,0.95864663
0.370171,0.055079,1.1475401,1.1475401
0.592527,-0.633588,0.616605,0.61660502
0.231176,0.425393,0.92888259,0.92888258
0.710583,0.522324,0.66146375,0.66146373
0.215515,-0.486382,0.86855471,0.8685547
0.689954,-0.705405,0.48026809,0.48026808
-0.373959,0.134908,0.58048415,0.58048413
0.933389,0.764778,0.2819762,0.28197617
0.246156,-0.354558,0.99229886,0.99229885
0.265684,-0.089518,1.1373665,1.1373665
-0.518373,-0.372628,0.40138366,0.40138366
0.601171,0.754887,0.46753227,0.46753227
0.015682,0.746815,0.57544626,0.57544629
-0.499078,0.743925,0.37198292,0.37198292
0.288154,-0.758081,0.56531505,0.56531508
0.773077,0.811666,0.3205309,0.32053089
-0.076751,-0.690057,0.59595817,0.59595818
-0.740951,0.598251,0.24436795,0.24436797
-0.328327,-0.627633,0.49616081,0.4961608
-0.560234,-0.240592,0.37643085,0.37643086
0.591446,-0.316311,0.93125146,0.93125147
0.630969,-0.848448,0.34218951,0.3421895
-0.752405,-0.676439,0.24398061,0.24398061
-0.733957,0.421223,0.24332861,0.24332862
-0.835458,0.479088,0.19766658,0.19766661
-0.551830,-0.480050,0.36256619,0.36256618
0.204491,-0.534495,0.81863636,0.81863634
-0.794771,-0.326890,0.2115274,0.21152739
-0.258571,0.284146,0.67893818,0.67893816
-0.135535,-0.120602,0.85401476,0.85401475
0.537648,-0.613726,0.66716606,0.66716606
0.304255,0.741104,0.58294646,0.58294647
0.281459,-0.733698,0.59532998,0.59533001
0.536578,0.824262,0.40975633,0.40975633
0.149284,0.893095,0.43578157,0.43578158
-0.265414,0.439052,0.61689892,0.61689892
-0.912083,0.097546,0.16962396,0.16962396
-0.238005,0.257121,0.70893515,0.70893514
-0.559601,0.497813,0.35523173,0.35523177
0.835889,0.042479,0.79936506,0.79936505
-0.697526,-0.853724,0.28484303,0.28484303
-0.053790,0.380016,0.82666221,0.82666222
-0.802825,-0.771106,0.23196859,0.23196857
-0.651621,-0.020468,0.3045817,0.3045817
0.566310,-0.913222,0.28993561,0.28993559
0.132515,0.909647,0.42197725,0.42197725
0.943404,-0.687008,0.33713668,0.33713667
-0.740278,-0.771590,0.25788352,0.25788351
0.818724,-0.827463,0.28322982,0.28322983
-0.814929,-0.055140,0.20210976,0.20210975
-0.533721,-0.638357,0.3611062,0.3611062
-0.205686,-0.927422,0.42252764,0.42252755
0.397861,0.807977,0.47845785,0.47845786
0.047218,-0.817152,0.51583784,0.51583785
0.818080,0.237272,0.76743813,0.76743811
0.622503,0.423726,0.82020593,0.82020595
0.512772,0.875447,0.35556199,0.355562
0.597478,0.190624,1.0034333,1.0034332
-0.571435,-0.513586,0.34548987,0.34548988
-0.015474,-0.787791,0.53542506,0.53542506
-0.552938,0.451548,0.36435693,0.36435695
-0.345638,0.632328,0.48334289,0.4833429
0.547974,-0.532118,0.7552945,0.7552945
0.470039,-0.412311,0.91444355,0.91444356
0.209421,-0.610292,0.73907679,0.7390768
0.911294,-0.488592,0.51288879,0.51288878
0.923746,-0.092319,0.6776256,0.67762559
-0.791555,0.932503,0.25853277,0.25853279
0.470361,-0.697427,0.59302554,0.59302554
0.143315,-0.449911,0.88478739,0.88478737
-0.882240,0.846004,0.21093839,0.21093841
-0.136807,0.093079,0.85724978,0.85724983
-0.240057,-0.186555,0.72508707,0.72508707
-0.061947,-0.659161,0.62487199,0.62487196
0.692479,0.255592,0.889509,0.88950896
-0.270044,0.833846,0.44856461,0.44856462
-0.717885,-0.376098,0.25249952,0.25249949
0.444383,-0.799475,0.47436483,0.47436485
-0.210014,-0.313072,0.71920834,0.71920833
0.823245,-0.374227,0.68311974,0.68311973
-0.081405,-0.463769,0.75365965,0.75365963
0.846750,-0.033570,0.7862248,0.78622479
-0.274475,0.228175,0.67706629,0.67706627
0.707210,0.119119,0.93325374,0.93325374
-0.826415,0.625812,0.20905956,0.20905958
0.314195,-0.614987,0.73141471,0.73141469
0.268073,-0.101419,1.1349175,1.1349175
0.585734,-0.772449,0.45315964,0.45315965
-0.241607,0.252156,0.70652902,0.70652903
-0.041216,-0.154397,0.94016706,0.94016706
0.595471,0.086599,1.0408145,1.0408145
-0.182649,0.236921,0.77389521,0.77389524
-0.192698,-0.810300,0.48154875,0.48154876
-0.445385,0.854255,0.38489208,0.38489207
-0.942369,0.617599,0.17126957,0.17126953
-0.162938,-0.815939,0.48628749,0.4862875
-0.849954,0.469186,0.19197804,0.19197805
-0.007524,0.841881,0.49185959,0.4918596
-0.482408,-0.917445,0.36782185,0.36782186
-0.073499,-0.522321,0.71942098,0.71942097
0.902800,0.331838,0.62036126,0.62036126
-0.716211,-0.689841,0.261617,0.26161701
0.442016,0.809832,0.46219304,0.46219305
-0.502746,-0.905598,0.36175085,0.36175087
0.262842,-0.450309,0.90927912,0.90927912
-0.910255,0.557545,0.176764,0.17676401
0.551792,-0.627968,0.6436724,0.64367242
0.205111,0.327548,1.0039809,1.0039809
-0.706157,-0.880399,0.28455804,0.28455801
0.872390,-0.166847,0.72834566,0.72834566
0.840816,0.849620,0.252104,0.25210398
-0.890791,-0.298138,0.17545884,0.17545885
-0.408914,0.264873,0.52335024,0.52335024
0.551762,0.192913,1.0336931,1.0336931
0.350800,-0.869742,0.41640062,0.41640061
-0.904111,0.892397,0.20872151,0.20872149
0.010142,0.683284,0.62985957,0.62985957
0.843394,-0.179021,0.76065326,0.76065325
0.452646,0.834397,0.42792338,0.42792337
-0.426572,-0.376964,0.48465792,0.48465794
-0.319157,-0.735699,0.46450423,0.46450422
-0.584739,0.676225,0.32921303,0.32921306
0.383814,-0.910124,0.35764031,0.35764028
-0.350609,0.099323,0.61095377,0.61095377
-0.460348,-0.886760,0.3766266,0.37662659
0.110978,0.754130,0.57962216,0.57962216
0.343941,-0.261196,1.0662783,1.0662783
-0.083304,0.472684,0.74652494,0.74652494
0.253935,-0.587248,0.76609367,0.76609366
0.017741,-0.086735,1.0075224,1.0075224
-0.590341,0.851608,0.32852585,0.32852588
0.802735,-0.097712,0.83235383,0.83235383
0.140995,0.210156,1.0502518,1.0502518
-0.405276,0.242257,0.53097249,0.53097249
0.558125,-0.887869,0.32350292,0.32350291
0.089557,-0.934372,0.40572531,0.4057252
0.600632,0.611672,0.63761759,0.63761757
-0.780675,-0.056943,0.21867632,0.21867633
-0.036150,0.362719,0.85048593,0.85048591
0.624044,-0.820698,0.37811547,0.37811547
0.764490,0.165276,0.85781664,0.85781665
0.315286,-0.329083,1.0183506,1.0183506
0.342777,0.344400,1.0050163,1.0050163
0.907169,-0.221874,0.66526175,0.66526175
0.492319,0.153084,1.0840991,1.0840991
0.122762,-0.023518,1.0901412,1.0901412
0.611325,0.079405,1.0299642,1.0299643
-0.751889,-0.358904,0.23326035,0.23326034
0.778257,0.550691,0.58131734,0.58131734
-0.687776,-0.367884,0.27125204,0.271252
-0.022490,-0.335097,0.87713564,0.87713563
0.033744,0.828349,0.50528136,0.50528136
-0.261327,0.849993,0.44481173,0.44481174
0.599133,-0.389041,0.86722819,0.86722818
-0.166004,0.301054,0.76762498,0.76762496
0.624268,0.541235,0.70190143,0.70190143
0.797278,-0.748813,0.37286923,0.37286925
-0.761729,-0.836749,0.25656654,0.25656654
-0.290223,-0.485279,0.57721488,0.57721487
0.502164,-0.228914,1.0423283,1.0423283
0.904151,0.609655,0.42758881,0.42758881
-0.602226,0.118428,0.34477041,0.34477043
-0.936558,-0.176428,0.16465618,0.16465622
-0.548422,-0.258985,0.3857911,0.38579108
-0.086607,-0.010734,0.91723609,0.91723611
0.019829,0.713879,0.60537581,0.6053758
-0.348007,0.089606,0.61480607,0.61480609
-0.214800,-0.052255,0.77404999,0.77405003
-0.696610,-0.581124,0.26631866,0.26631865
0.549764,-0.648940,0.6196494,0.61964939
-0.268538,0.490477,0.59324761,0.59324762
0.780029,-0.037444,0.86782173,0.86782172
-0.541435,-0.103635,0.40209403,0.40209401
0.941582,-0.915249,0.1593113,0.15931131
0.061411,0.871496,0.46624906,0.46624906
0.839316,0.350801,0.68124541,0.6812454
-0.581513,0.493339,0.33971148,0.33971148
0.103109,0.245644,1.0121313,1.0121313
0.401901,0.479226,0.86840928,0.86840927
-0.617062,-0.479606,0.31553442,0.3155344
0.303036,-0.024802,1.1519692,1.1519692
0.405389,0.416653,0.9305809,0.93058089
-0.251619,-0.807672,0.4648398,0.46483978
0.149655,0.323381,0.98760726,0.98760728
-0.601856,-0.277827,0.33794357,0.33794358
0.746220,0.091643,0.89858217,0.89858217
0.006982,-0.296370,0.92112695,0.92112693
-0.036633,0.358406,0.85269739,0.85269741
-0.047967,-0.614172,0.66541124,0.66541123
0.113337,0.079405,1.0778823,1.0778823
-0.700078,0.382686,0.26325157,0.26325157
0.216595,-0.741884,0.59236687,0.59236684
0.903459,0.239418,0.66315249,0.66315245
0.122105,-0.256502,1.016644,1.016644
-0.004787,0.053709,0.99292813,0.9929281
-0.678481,-0.946727,0.30368353,0.30368346
0.537688,-0.463409,0.83332244,0.83332244
-0.908372,-0.239060,0.17057092,0.17057095
-0.718538,0.478314,0.25237627,0.25237627
-0.059015,-0.121337,0.93173059,0.93173059
0.750241,-0.423516,0.71751486,0.71751485
-0.239736,0.187454,0.72524487,0.72524483
-0.843121,-0.778666,0.21724999,0.21724996
0.789418,0.596631,0.52911541,0.5291154
-0.646530,0.910073,0.31111087,0.31111089
0.563082,-0.723965,0.52253685,0.52253685
0.468124,-0.683398,0.61119043,0.61119043
-0.463625,0.432291,0.44065077,0.44065078
-0.655194,-0.281127,0.29606402,0.29606402
-0.332392,0.085703,0.63341019,0.63341022
-0.082285,-0.506057,0.72501842,0.72501843
0.108841,-0.545417,0.78620105,0.78620105
-0.943599,0.422710,0.16459534,0.16459527
0.047779,-0.620831,0.69687117,0.6968712
-0.865774,0.853847,0.21812704,0.21812704
-0.751209,0.335178,0.23359774,0.23359774
0.635123,0.372037,0.85607461,0.85607459
0.160312,0.507327,0.83692069,0.83692067
0.797247,-0.314023,0.74947593,0.7494759
-0.550588,-0.132181,0.39196159,0.39196156
0.706771,-0.847628,0.31128659,0.31128656
-0.574196,0.790991,0.33387007,0.33387011
-0.362694,-0.677622,0.45913938,0.45913935
-0.667534,0.297107,0.28664366,0.28664369
-0.944260,0.092056,0.16352102,0.16352099
-0.452938,0.027032,0.49740937,0.49740939
0.178511,-0.347788,0.98069911,0.98069909
0.805748,-0.693430,0.42323907,0.42323908
-0.618202,-0.440611,0.3164716,0.3164716
-0.219475,0.112794,0.76212541,0.76212543
0.095247,0.176613,1.0389548,1.0389549
0.814242,-0.404510,0.67105924,0.67105922
0.551106,-0.128840,1.0602218,1.0602218
-0.356103,-0.667891,0.46588067,0.46588067
0.449422,0.479184,0.85475776,0.85475776
-0.120393,-0.897710,0.44494143,0.44494141
0.013726,-0.411655,0.85282059,0.85282057
0.701545,0.523363,0.66723955,0.66723953
-0.328303,0.674894,0.48009868,0.48009872
-0.121614,-0.379441,0.77191931,0.77191931
-0.121435,-0.457456,0.72818544,0.72818545
0.154691,0.502357,0.84020789,0.8402079
0.360806,0.021675,1.1519175,1.1519175
-0.416794,-0.135508,0.53199302,0.53199299
-0.013916,-0.374490,0.85946784,0.85946783
-0.825247,0.435861,0.20024959,0.20024958
-0.104724,-0.191932,0.86808217,0.86808215
-0.558364,0.540944,0.35262345,0.35262348
-0.029832,0.910797,0.4376456,0.43764562
0.938666,-0.071266,0.66001272,0.66001269
-0.316130,-0.445513,0.56905936,0.56905935
0.106779,-0.028737,1.0800494,1.0800494
-0.281786,0.017078,0.69683531,0.69683532
0.159815,-0.103763,1.098123,1.098123
0.079925,0.199270,1.0199987,1.0199987
-0.722020,-0.692663,0.25909289,0.2590929
-0.258500,0.287874,0.67787186,0.67787187
-0.913269,0.680594,0.18351321,0.18351322
0.943652,0.252646,0.60675873,0.60675872
0.918689,0.659902,0.37600182,0.37600181
-0.164729,0.782234,0.50510245,0.50510247
-0.162842,0.133468,0.82203369,0.82203369
-0.304547,0.206364,0.64842219,0.6484222
-0.193440,-0.918739,0.42764237,0.42764227
-0.575207,0.351727,0.35503412,0.35503411
0.749853,-0.359637,0.7671674,0.76716741
0.857564,-0.584856,0.48607878,0.48607877
-0.116255,0.231647,0.84332704,0.84332703
-0.065735,-0.081568,0.93244224,0.93244221
-0.656476,0.618937,0.28909571,0.28909574
-0.558649,0.674021,0.34404336,0.34404334
0.711043,0.767723,0.39886695,0.39886694
0.757926,0.257424,0.82371554,0.82371552
-0.091814,-0.729625,0.56201526,0.56201525
0.110621,0.602078,0.73219838,0.7321984
-0.026369,0.905459,0.44154885,0.44154885
-0.641464,-0.641212,0.29771826,0.29771824
-0.649409,0.892835,0.30824611,0.30824612
-0.296620,0.145928,0.66818839,0.66818841
0.283666,-0.915190,0.38187249,0.38187241
0.463991,-0.624825,0.68414259,0.6841426
0.676869,0.895883,0.26892367,0.26892368
0.698436,-0.041734,0.95656386,0.95656385
0.207032,0.638693,0.70791815,0.70791815
-0.055989,-0.291586,0.87335912,0.87335913
0.463868,-0.361388,0.96298694,0.96298695
0.857813,-0.149592,0.75186443,0.75186442
-0.466583,0.451213,0.4348427,0.43484273
0.232900,0.834002,0.48584371,0.4858437
0.162099,-0.916573,0.40957528,0.40957524
-0.201828,0.823659,0.47226079,0.47226079
0.350782,0.866328,0.42052655,0.42052653
0.282782,0.587120,0.76574923,0.76574921
-0.224908,-0.894295,0.43452944,0.43452937
0.305236,0.397901,0.96010497,0.96010494
0.544502,0.428129,0.8645432,0.86454319
-0.173409,0.446846,0.6927624,0.69276242
0.354123,0.464839,0.8922231,0.89222309
-0.727368,-0.728619,0.25947492,0.25947494
-0.460346,-0.491143,0.43300223,0.43300224
0.809499,0.741530,0.37324112,0.3732411
-0.310508,-0.342462,0.60750931,0.6075093
-0.829902,0.880174,0.23558054,0.23558056
-0.894234,-0.672577,0.18884797,0.18884795
-0.699967,0.244716,0.26551721,0.26551719
-0.019128,0.210267,0.94085426,0.94085428
-0.075220,0.639336,0.63405168,0.63405169
0.420929,-0.735726,0.56167274,0.56167274
0.796942,-0.562984,0.55488406,0.55488405
-0.133162,-0.633060,0.61022108,0.61022106
0.937595,-0.348870,0.57029047,0.57029046
0.494371,0.147254,1.0853877,1.0853877
0.369257,0.716061,0.60016239,0.60016241
0.148410,0.015687,1.1048237,1.1048237
-0.310394,0.933901,0.40661279,0.40661279
-0.629094,-0.467354,0.30779604,0.30779602
-0.928727,-0.208162,0.16609522,0.16609524
0.825701,0.525166,0.56429841,0.56429842
0.937454,-0.850352,0.21157043,0.21157046
-0.252563,0.886700,0.43262314,0.43262318
0.770627,-0.413801,0.70649321,0.7064932
-0.690199,0.132878,0.27418647,0.27418645
0.174038,-0.398926,0.93852644,0.93852644
-0.167080,0.715354,0.54328548,0.54328551
-0.570210,0.948830,0.34096514,0.34096519
0.920466,0.120302,0.6770662,0.6770662
0.116613,0.450376,0.87469586,0.87469587
-0.820297,0.022680,0.19977286,0.19977286
-0.006915,0.574807,0.71550945,0.71550947
0.224039,-0.736207,0.59832677,0.59832676
-0.100298,0.248121,0.85255495,0.85255495
0.564847,0.101915,1.0591309,1.0591309
0.304783,0.473829,0.88697361,0.88697364
-0.569566,-0.746598,0.33613682,0.3361368
0.629668,0.286220,0.92433842,0.92433837
-0.799244,-0.574881,0.21668052,0.21668053
0.121959,-0.621349,0.71560938,0.71560939
-0.654115,-0.469215,0.29114457,0.29114453
0.406648,-0.185918,1.0998963,1.0998962
-0.200966,0.563060,0.61033718,0.61033719
0.861399,0.908946,0.1893498,0.18934981
0.287416,0.587265,0.76536832,0.76536831
-0.069581,-0.474316,0.75487128,0.75487127
-0.486625,-0.448642,0.41835038,0.41835039
-0.325512,0.191409,0.627645,0.62764501
-0.043101,0.089856,0.9529678,0.95296779
-0.702969,0.867862,0.28429217,0.28429217
-0.637718,0.363050,0.30581708,0.30581707
0.597500,-0.346283,0.90403332,0.90403333
0.357562,-0.369794,0.98210504,0.98210504
-0.607662,-0.745974,0.31722209,0.31722207
-0.529699,-0.726002,0.357334,0.35733399
0.851284,0.078250,0.77559818,0.77559816
0.221988,-0.007603,1.1362649,1.1362649
0.740860,0.026794,0.91303269,0.91303272
0.484730,0.437189,0.88440732,0.88440732
0.717640,0.847859,0.30639778,0.30639777
0.523157,0.805140,0.43872282,0.43872282
0.387954,0.214106,1.0892372,1.0892372
0.542400,0.514617,0.77720736,0.77720734
-0.397853,-0.687116,0.43615889,0.43615888
0.422299,0.486482,0.85542749,0.85542749
-0.759266,0.706959,0.24347134,0.24347134
-0.376099,-0.595011,0.47379722,0.47379718
0.424635,0.773505,0.51329306,0.51329306
-0.191498,-0.302167,0.7419081,0.74190807
-0.732048,-0.880336,0.27425239,0.27425238
-0.331835,0.178152,0.62273177,0.62273176
-0.169035,0.698405,0.55240882,0.55240881
-0.525929,-0.042830,0.41937699,0.41937699
-0.184938,0.620449,0.58913372,0.5891337
-0.234109,-0.200807,0.72839843,0.72839846
0.714967,0.329609,0.82144532,0.82144527
0.459250,0.306034,1.0094231,1.0094231
0.547549,0.800774,0.43446517,0.43446515
-0.408458,0.434567,0.48898865,0.48898862
-0.328930,0.707263,0.4689826,0.46898262
-0.614883,-0.143377,0.33301535,0.33301537
-0.907576,0.052124,0.17068345,0.17068346
0.586112,0.329607,0.92481957,0.92481955
0.013337,0.828360,0.50433571,0.50433575
-0.229002,0.151955,0.74468925,0.74468928
-0.795292,0.235092,0.21097698,0.21097699
0.503100,0.091902,1.0982975,1.0982975
-0.088780,0.524191,0.70855725,0.70855726
-0.780816,0.037830,0.21863298,0.21863298
0.779189,-0.299485,0.77741531,0.77741529
-0.750112,0.076311,0.23562353,0.23562358
0.463436,-0.440318,0.88966948,0.88966948
-0.542883,-0.795029,0.34817752,0.34817752
0.254418,-0.350907,0.99652129,0.99652128
0.300029,-0.572534,0.78120289,0.78120286
-0.241363,-0.403208,0.65329497,0.65329493
-0.762095,0.032653,0.22882353,0.22882352
0.622558,-0.386160,0.85344704,0.85344702
0.269196,0.287017,1.0462392,1.0462392
-0.152584,0.087436,0.84085976,0.84085977
0.102427,-0.431239,0.88489077,0.88489075
-0.671466,-0.478356,0.28002194,0.28002193
-0.503514,-0.152106,0.43761565,0.43761565
-0.395110,-0.462375,0.49410668,0.49410667
-0.418306,-0.227247,0.51935013,0.51935005
-0.821595,0.580685,0.20792112,0.20792113
0.722150,0.840493,0.31260088,0.31260087
-0.337422,0.266700,0.59921746,0.59921748
-0.574174,-0.243468,0.3637406,0.36374058
-0.900452,0.142114,0.17238544,0.17238542
0.052844,-0.520248,0.7880738,0.78807379
0.573247,-0.021753,1.0660041,1.0660041
-0.634258,-0.942034,0.31893472,0.31893468
-0.259069,0.393750,0.64047866,0.64047869
0.586603,0.627022,0.62737055,0.62737055
-0.825873,0.734639,0.21893151,0.21893151
0.091543,0.060795,1.0669241,1.0669241
0.615737,0.775017,0.436564,0.436564
0.639852,-0.217369,0.95681095,0.95681093
0.909901,-0.009936,0.70367263,0.70367261
-0.838109,0.701132,0.210942,0.21094201
0.200530,-0.170531,1.0933967,1.0933967
-0.571477,-0.197163,0.36899721,0.36899719
0.308540,0.535100,0.82211084,0.82211083
0.654168,0.024135,1.0004136,1.0004136
-0.879894,0.513273,0.18369505,0.18369505
0.773342,-0.683076,0.45436971,0.45436971
-0.599387,-0.726148,0.3210719,0.32107186
-0.018352,0.396590,0.84204141,0.84204149
0.332988,0.670123,0.66353628,0.66353629
-0.853473,0.510939,0.1923754,0.19237543
0.302995,0.853031,0.44916375,0.44916376
0.066131,-0.923695,0.41890157,0.41890151
0.353010,0.427285,0.92974508,0.92974507
-0.006152,-0.577830,0.71338251,0.71338248
0.000227,-0.744443,0.57457997,0.57457997
0.669925,0.112538,0.97135071,0.9713507
0.751031,-0.583237,0.57092929,0.57092932
0.125216,0.746078,0.58856705,0.58856707
-0.176094,0.439610,0.69425951,0.69425952
-0.230216,0.145177,0.74456796,0.744568
0.018106,0.191143,0.97871709,0.97871711
-0.432248,0.175348,0.51092468,0.51092471
0.164706,-0.598247,0.74684502,0.74684498
-0.139216,0.933936,0.42313066,0.42313068
-0.298380,0.915696,0.41390972,0.41390975
0.588904,0.585669,0.67370113,0.67370112
-0.937198,-0.440098,0.16622541,0.16622543
-0.893680,0.247347,0.174346,0.17434601
-0.600222,-0.230952,0.34186154,0.34186153
-0.839662,0.529629,0.19823139,0.19823138
-0.375119,-0.488427,0.50437864,0.50437866
-0.490619,0.811737,0.37066278,0.37066278
-0.842239,0.608308,0.20185394,0.20185395
0.702190,0.011382,0.95464487,0.95464486
0.646188,-0.061908,1.0036151,1.0036151
0.916697,0.830358,0.23657504,0.23657501
-0.003730,0.849021,0.48619952,0.48619954
-0.152874,-0.677306,0.57251595,0.57251592
0.658184,0.417731,0.7995211,0.7995211
0.395096,0.322397,1.015363,1.015363
0.621480,0.158969,0.99836917,0.99836918
-0.571144,0.403320,0.35423901,0.354239
0.429955,-0.921424,0.32863958,0.3286395
-0.779146,-0.405546,0.21981025,0.21981024
-0.085729,0.827296,0.49461794,0.49461795
0.233799,-0.877157,0.43708315,0.43708313
0.759637,0.944606,0.1872976,0.1872976
-0.250747,-0.309464,0.67902621,0.6790262
0.440820,-0.076784,1.1278221,1.1278221
0.386636,-0.809378,0.48001603,0.480016
0.409007,0.732446,0.56931128,0.56931127
-0.703248,0.253576,0.26318735,0.26318737
-0.356921,-0.561135,0.4976671,0.49766714
-0.847196,0.014478,0.18895643,0.18895642
0.335145,0.695768,0.63221753,0.63221752
-0.477647,-0.939324,0.36835967,0.36835966
0.340046,-0.470698,0.88787485,0.88787486
0.507243,-0.296821,0.99546767,0.99546764
0.465456,0.759351,0.51746434,0.51746434
-0.518318,-0.845330,0.35753138,0.35753138
0.105986,0.663343,0.67055001,0.67055005
0.120346,-0.634204,0.70238615,0.70238612
-0.140449,-0.865980,0.46172785,0.46172784
0.238086,0.329801,1.0101746,1.0101746
0.312689,-0.197666,1.103237,1.1032369
0.662493,0.611548,0.60150997,0.60150993
0.282562,0.008816,1.1503486,1.1503486
-0.427262,-0.239277,0.50808118,0.50808119
0.602397,0.383997,0.8693974,0.86939739
0.490277,0.641627,0.65403136,0.65403136
0.601912,-0.147827,1.0179751,1.0179751
-0.042602,-0.066617,0.9568273,0.95682727
0.292638,-0.158273,1.119614,1.1196139
-0.249308,0.102176,0.72913029,0.7291303
0.564666,0.887057,0.32202139,0.32202139
0.503976,-0.715539,0.55786727,0.55786729
-0.456864,-0.628369,0.41133946,0.41133944
0.120517,-0.611943,0.72470902,0.72470899
0.755583,-0.408307,0.72487138,0.72487138
-0.627093,0.140088,0.32281816,0.32281818
-0.580372,0.088928,0.36535847,0.36535847
0.005912,-0.095447,0.99599342,0.99599342
0.502047,-0.719660,0.55350667,0.55350665
-0.838590,-0.251808,0.19239589,0.19239588
0.949800,-0.894947,0.1723867,0.17238672
-0.166042,-0.302487,0.76700796,0.76700797
0.558206,-0.784034,0.45076412,0.45076412
0.649973,-0.949985,0.21733655,0.21733653
0.102600,0.800307,0.53304635,0.53304634
-0.070178,-0.441504,0.77605891,0.7760589
-0.912726,0.331890,0.17010979,0.1701098
0.821534,0.692385,0.41409912,0.41409909
-0.125794,-0.877746,0.45653461,0.45653458
0.344485,0.081757,1.1448361,1.144836
0.874923,-0.022515,0.75020151,0.7502015
0.831020,-0.225091,0.75775156,0.75775154
-0.584791,-0.693950,0.32886851,0.32886851
-0.035487,0.498767,0.7594486,0.7594486
0.532865,-0.315362,0.96828605,0.96828603
0.885341,-0.785967,0.28975906,0.28975907
-0.862374,0.511782,0.18934049,0.1893405
-0.681775,0.022062,0.28133886,0.28133884
0.625745,-0.836239,0.35886099,0.35886097
0.668897,0.032244,0.98622368,0.98622368
0.201880,0.062859,1.1244362,1.1244362
0.582264,-0.365976,0.89808033,0.89808035
0.131231,-0.648545,0.68970599,0.68970597
0.649018,0.581797,0.64255574,0.64255571
0.443188,0.725236,0.56773063,0.5677306
0.018688,-0.888442,0.45352671,0.45352671
0.923511,-0.806983,0.25276122,0.25276125
0.089390,-0.554296,0.77167538,0.77167538
-0.499755,0.186499,0.43882153,0.43882153
0.433370,0.025600,1.1371498,1.1371498
0.734250,-0.839185,0.30875964,0.30875965
-0.786530,-0.461731,0.21755082,0.21755079
0.878277,-0.557624,0.49128945,0.49128945
-0.423261,0.351346,0.49288086,0.49288085
-0.529876,0.903938,0.35267844,0.35267844
