kappa,iter,residual
200,207,2.765764e-03
200,208,2.735537e-03
200,209,2.705640e-03
200,210,2.676071e-03
200,211,2.646824e-03
200,212,2.617897e-03
200,213,2.589286e-03
200,214,2.560988e-03
200,215,2.532999e-03
200,216,2.505316e-03
200,217,2.477936e-03
200,218,2.450855e-03
200,219,2.424069e-03
200,220,2.397577e-03
200,221,2.371374e-03
200,222,2.345457e-03
200,223,2.319824e-03
200,224,2.294471e-03
200,225,2.269395e-03
200,226,2.244593e-03
200,227,2.220062e-03
200,228,2.195799e-03
200,229,2.171801e-03
200,230,2.148065e-03
200,231,2.124589e-03
200,232,2.101370e-03
200,233,2.078404e-03
200,234,2.055689e-03
200,235,2.033223e-03
200,236,2.011002e-03
200,237,1.989024e-03
200,238,1.967286e-03
200,239,1.945786e-03
200,240,1.924520e-03
200,241,1.903487e-03
200,242,1.882684e-03
200,243,1.862108e-03
200,244,1.841758e-03
200,245,1.821629e-03
200,246,1.801721e-03
200,247,1.782030e-03
200,248,1.762554e-03
200,249,1.743291e-03
200,250,1.724239e-03
200,251,1.705395e-03
200,252,1.686757e-03
200,253,1.668322e-03
200,254,1.650089e-03
200,255,1.632056e-03
200,256,1.614219e-03
200,257,1.596577e-03
200,258,1.579128e-03
200,259,1.561870e-03
200,260,1.544801e-03
200,261,1.527918e-03
200,262,1.511219e-03
200,263,1.494703e-03
200,264,1.478368e-03
200,265,1.462211e-03
200,266,1.446230e-03
200,267,1.430424e-03
200,268,1.414791e-03
200,269,1.399329e-03
200,270,1.384036e-03
200,271,1.368910e-03
200,272,1.353949e-03
200,273,1.339152e-03
200,274,1.324517e-03
200,275,1.310041e-03
200,276,1.295724e-03
200,277,1.281563e-03
200,278,1.267557e-03
200,279,1.253704e-03
200,280,1.240002e-03
200,281,1.226450e-03
200,282,1.213046e-03
200,283,1.199789e-03
200,284,1.186677e-03
200,285,1.173707e-03
200,286,1.160880e-03
200,287,1.148193e-03
200,288,1.135644e-03
200,289,1.123233e-03
200,290,1.110957e-03
200,291,1.098816e-03
200,292,1.086807e-03
200,293,1.074929e-03
200,294,1.063181e-03
200,295,1.051562e-03
200,296,1.040069e-03
200,297,1.028703e-03
200,298,1.017460e-03
200,299,1.006340e-03
200,300,9.953420e-04
200,301,9.844640e-04
200,302,9.737049e-04
200,303,9.630633e-04
200,304,9.525380e-04
200,305,9.421278e-04
200,306,9.318314e-04
200,307,9.216474e-04
200,308,9.115748e-04
200,309,9.016123e-04
200,310,8.917586e-04
200,311,8.820127e-04
200,312,8.723732e-04
200,313,8.628391e-04
200,314,8.534092e-04
200,315,8.440823e-04
200,316,8.348574e-04
200,317,8.257333e-04
200,318,8.167089e-04
200,319,8.077832e-04
200,320,7.989550e-04
200,321,7.902232e-04
200,322,7.815869e-04
200,323,7.730450e-04
200,324,7.645965e-04
200,325,7.562402e-04
200,326,7.479753e-04
200,327,7.398008e-04
200,328,7.317155e-04
200,329,7.237187e-04
200,330,7.158092e-04
200,331,7.079862e-04
200,332,7.002486e-04
200,333,6.925957e-04
200,334,6.850263e-04
200,335,6.775397e-04
200,336,6.701349e-04
200,337,6.628111e-04
200,338,6.555672e-04
200,339,6.484026e-04
200,340,6.413162e-04
200,341,6.343073e-04
200,342,6.273750e-04
200,343,6.205185e-04
200,344,6.137369e-04
200,345,6.070294e-04
200,346,6.003952e-04
200,347,5.938335e-04
200,348,5.873436e-04
200,349,5.809245e-04
200,350,5.745757e-04
200,351,5.682962e-04
200,352,5.620853e-04
200,353,5.559423e-04
200,354,5.498664e-04
200,355,5.438570e-04
200,356,5.379132e-04
200,357,5.320344e-04
200,358,5.262198e-04
200,359,5.204688e-04
200,360,5.147806e-04
200,361,5.091546e-04
200,362,5.035901e-04
200,363,4.980864e-04
200,364,4.926429e-04
200,365,4.872588e-04
200,366,4.819336e-04
200,367,4.766666e-04
200,368,4.714571e-04
200,369,4.663046e-04
200,370,4.612084e-04
200,371,4.561678e-04
200,372,4.511824e-04
200,373,4.462515e-04
200,374,4.413744e-04
200,375,4.365507e-04
200,376,4.317796e-04
200,377,4.270607e-04
200,378,4.223934e-04
200,379,4.177771e-04
200,380,4.132113e-04
200,381,4.086953e-04
200,382,4.042287e-04
200,383,3.998109e-04
200,384,3.954414e-04
200,385,3.911196e-04
200,386,3.868451e-04
200,387,3.826173e-04
200,388,3.784357e-04
200,389,3.742998e-04
200,390,3.702091e-04
200,391,3.661631e-04
200,392,3.621614e-04
200,393,3.582033e-04
200,394,3.542885e-04
200,395,3.504165e-04
200,396,3.465869e-04
200,397,3.427990e-04
200,398,3.390526e-04
200,399,3.353471e-04
200,400,3.316821e-04
200,401,3.280572e-04
200,402,3.244719e-04
200,403,3.209258e-04
200,404,3.174184e-04
200,405,3.139493e-04
200,406,3.105182e-04
200,407,3.071246e-04
200,408,3.037680e-04
200,409,3.004482e-04
200,410,2.971646e-04
200,411,2.939169e-04
200,412,2.907047e-04
200,413,2.875276e-04
200,414,2.843852e-04
200,415,2.812772e-04
200,416,2.782032e-04
200,417,2.751627e-04
200,418,2.721555e-04
200,419,2.691811e-04
200,420,2.662392e-04
200,421,2.633295e-04
200,422,2.604516e-04
200,423,2.576051e-04
200,424,2.547898e-04
200,425,2.520052e-04
200,426,2.492511e-04
200,427,2.465270e-04
200,428,2.438327e-04
200,429,2.411679e-04
200,430,2.385322e-04
200,431,2.359253e-04
200,432,2.333469e-04
200,433,2.307967e-04
200,434,2.282743e-04
200,435,2.257795e-04
200,436,2.233120e-04
200,437,2.208714e-04
200,438,2.184575e-04
200,439,2.160700e-04
200,440,2.137086e-04
200,441,2.113730e-04
200,442,2.090629e-04
200,443,2.067781e-04
200,444,2.045182e-04
200,445,2.022830e-04
200,446,2.000723e-04
200,447,1.978857e-04
200,448,1.957231e-04
200,449,1.935840e-04
200,450,1.914683e-04
200,451,1.893758e-04
200,452,1.873061e-04
200,453,1.852591e-04
200,454,1.832344e-04
200,455,1.812318e-04
200,456,1.792512e-04
200,457,1.772921e-04
200,458,1.753545e-04
200,459,1.734381e-04
200,460,1.715426e-04
200,461,1.696678e-04
200,462,1.678135e-04
200,463,1.659795e-04
200,464,1.641655e-04
200,465,1.623714e-04
200,466,1.605968e-04
200,467,1.588417e-04
200,468,1.571057e-04
200,469,1.553887e-04
200,470,1.536905e-04
200,471,1.520108e-04
200,472,1.503495e-04
200,473,1.487063e-04
200,474,1.470811e-04
200,475,1.454737e-04
200,476,1.438838e-04
200,477,1.423113e-04
200,478,1.407560e-04
200,479,1.392177e-04
200,480,1.376962e-04
200,481,1.361913e-04
200,482,1.347029e-04
200,483,1.332307e-04
200,484,1.317747e-04
200,485,1.303345e-04
200,486,1.289101e-04
200,487,1.275012e-04
200,488,1.261078e-04
200,489,1.247296e-04
200,490,1.233664e-04
200,491,1.220181e-04
200,492,1.206846e-04
200,493,1.193657e-04
200,494,1.180611e-04
200,495,1.167708e-04
200,496,1.154946e-04
200,497,1.142324e-04
200,498,1.129840e-04
200,499,1.117492e-04
200,500,1.105279e-04
200,501,1.093199e-04
200,502,1.081252e-04
200,503,1.069435e-04
200,504,1.057747e-04
200,505,1.046187e-04
200,506,1.034753e-04
200,507,1.023445e-04
200,508,1.012259e-04
200,509,1.001197e-04
200,510,9.902545e-05
200,511,9.794321e-05
200,512,9.687279e-05
200,513,9.581408e-05
200,514,9.476693e-05
200,515,9.373123e-05
200,516,9.270685e-05
200,517,9.169366e-05
200,518,9.069155e-05
200,519,8.970038e-05
200,520,8.872006e-05
200,521,8.775044e-05
200,522,8.679142e-05
200,523,8.584288e-05
200,524,8.490471e-05
200,525,8.397679e-05
200,526,8.305902e-05
200,527,8.215127e-05
200,528,8.125345e-05
200,529,8.036543e-05
200,530,7.948712e-05
200,531,7.861841e-05
200,532,7.775920e-05
200,533,7.690937e-05
200,534,7.606884e-05
200,535,7.523748e-05
200,536,7.441522e-05
200,537,7.360194e-05
200,538,7.279755e-05
200,539,7.200195e-05
200,540,7.121505e-05
200,541,7.043674e-05
200,542,6.966694e-05
200,543,6.890556e-05
200,544,6.815249e-05
200,545,6.740766e-05
200,546,6.667096e-05
200,547,6.594232e-05
200,548,6.522164e-05
200,549,6.450884e-05
200,550,6.380383e-05
200,551,6.310652e-05
200,552,6.241683e-05
200,553,6.173468e-05
200,554,6.105999e-05
200,555,6.039267e-05
200,556,5.973264e-05
200,557,5.907983e-05
200,558,5.843415e-05
200,559,5.779552e-05
200,560,5.716388e-05
200,561,5.653914e-05
200,562,5.592123e-05
200,563,5.531007e-05
200,564,5.470559e-05
200,565,5.410772e-05
200,566,5.351638e-05
200,567,5.293150e-05
200,568,5.235301e-05
200,569,5.178085e-05
200,570,5.121494e-05
200,571,5.065522e-05
200,572,5.010161e-05
200,573,4.955405e-05
200,574,4.901248e-05
200,575,4.847683e-05
200,576,4.794703e-05
200,577,4.742302e-05
200,578,4.690473e-05
200,579,4.639211e-05
200,580,4.588510e-05
200,581,4.538362e-05
200,582,4.488763e-05
200,583,4.439705e-05
200,584,4.391184e-05
200,585,4.343193e-05
200,586,4.295727e-05
200,587,4.248779e-05
200,588,4.202344e-05
200,589,4.156417e-05
200,590,4.110992e-05
200,591,4.066063e-05
200,592,4.021626e-05
200,593,3.977673e-05
200,594,3.934202e-05
200,595,3.891205e-05
200,596,3.848678e-05
200,597,3.806616e-05
200,598,3.765014e-05
200,599,3.723867e-05
200,600,3.683169e-05
200,601,3.642916e-05
200,602,3.603102e-05
200,603,3.563724e-05
200,604,3.524777e-05
200,605,3.486255e-05
200,606,3.448154e-05
200,607,3.410469e-05
200,608,3.373196e-05
200,609,3.336331e-05
200,610,3.299868e-05
200,611,3.263804e-05
200,612,3.228134e-05
200,613,3.192854e-05
200,614,3.157960e-05
200,615,3.123447e-05
200,616,3.089311e-05
200,617,3.055548e-05
200,618,3.022154e-05
200,619,2.989125e-05
200,620,2.956457e-05
200,621,2.924146e-05
200,622,2.892188e-05
200,623,2.860580e-05
200,624,2.829317e-05
200,625,2.798395e-05
200,626,2.767812e-05
200,627,2.737563e-05
200,628,2.707644e-05
200,629,2.678052e-05
200,630,2.648784e-05
200,631,2.619836e-05
200,632,2.591204e-05
200,633,2.562884e-05
200,634,2.534875e-05
200,635,2.507171e-05
200,636,2.479771e-05
200,637,2.452669e-05
200,638,2.425864e-05
200,639,2.399352e-05
200,640,2.373130e-05
200,641,2.347194e-05
200,642,2.321542e-05
200,643,2.296170e-05
200,644,2.271075e-05
200,645,2.246255e-05
200,646,2.221706e-05
200,647,2.197425e-05
200,648,2.173409e-05
200,649,2.149656e-05
200,650,2.126163e-05
200,651,2.102926e-05
200,652,2.079943e-05
200,653,2.057212e-05
200,654,2.034729e-05
200,655,2.012491e-05
200,656,1.990497e-05
200,657,1.968743e-05
200,658,1.947226e-05
200,659,1.925945e-05
200,660,1.904897e-05
200,661,1.884078e-05
200,662,1.863487e-05
200,663,1.843121e-05
200,664,1.822978e-05
200,665,1.803055e-05
200,666,1.783349e-05
200,667,1.763859e-05
200,668,1.744582e-05
200,669,1.725516e-05
200,670,1.706658e-05
200,671,1.688006e-05
200,672,1.669558e-05
200,673,1.651311e-05
200,674,1.633264e-05
200,675,1.615414e-05
200,676,1.597760e-05
200,677,1.580298e-05
200,678,1.563027e-05
200,679,1.545945e-05
200,680,1.529049e-05
200,681,1.512338e-05
200,682,1.495810e-05
200,683,1.479462e-05
200,684,1.463293e-05
200,685,1.447301e-05
200,686,1.431484e-05
200,687,1.415839e-05
200,688,1.400365e-05
200,689,1.385061e-05
200,690,1.369924e-05
200,691,1.354952e-05
200,692,1.340144e-05
200,693,1.325497e-05
200,694,1.311011e-05
200,695,1.296683e-05
200,696,1.282512e-05
200,697,1.268495e-05
200,698,1.254632e-05
200,699,1.240920e-05
200,700,1.227358e-05
200,701,1.213945e-05
200,702,1.200677e-05
200,703,1.187555e-05
200,704,1.174577e-05
200,705,1.161740e-05
200,706,1.149043e-05
200,707,1.136485e-05
200,708,1.124065e-05
200,709,1.111780e-05
200,710,1.099629e-05
200,711,1.087612e-05
200,712,1.075725e-05
200,713,1.063969e-05
200,714,1.052341e-05
200,715,1.040840e-05
200,716,1.029464e-05
200,717,1.018213e-05
200,718,1.007085e-05
200,719,9.960791e-06
200,720,9.851930e-06
200,721,9.744259e-06
200,722,9.637765e-06
200,723,9.532434e-06
200,724,9.428255e-06
200,725,9.325214e-06
200,726,9.223299e-06
200,727,9.122498e-06
200,728,9.022799e-06
200,729,8.924190e-06
200,730,8.826658e-06
200,731,8.730192e-06
200,732,8.634780e-06
200,733,8.540411e-06
200,734,8.447074e-06
200,735,8.354756e-06
200,736,8.263448e-06
200,737,8.173137e-06
200,738,8.083813e-06
200,739,7.995466e-06
200,740,7.908084e-06
200,741,7.821657e-06
200,742,7.736175e-06
200,743,7.651626e-06
200,744,7.568002e-06
200,745,7.485292e-06
200,746,7.403486e-06
200,747,7.322574e-06
200,748,7.242546e-06
200,749,7.163392e-06
200,750,7.085104e-06
200,751,7.007672e-06
200,752,6.931085e-06
200,753,6.855336e-06
200,754,6.780414e-06
200,755,6.706312e-06
200,756,6.633019e-06
200,757,6.560527e-06
200,758,6.488827e-06
200,759,6.417911e-06
200,760,6.347771e-06
200,761,6.278396e-06
200,762,6.209780e-06
200,763,6.141914e-06
200,764,6.074789e-06
200,765,6.008398e-06
200,766,5.942733e-06
200,767,5.877785e-06
200,768,5.813547e-06
200,769,5.750011e-06
200,770,5.687170e-06
200,771,5.625015e-06
200,772,5.563540e-06
200,773,5.502736e-06
200,774,5.442597e-06
200,775,5.383115e-06
200,776,5.324284e-06
200,777,5.266095e-06
200,778,5.208542e-06
200,779,5.151618e-06
200,780,5.095317e-06
200,781,5.039630e-06
200,782,4.984552e-06
200,783,4.930077e-06
200,784,4.876196e-06
200,785,4.822904e-06
200,786,4.770195e-06
200,787,4.718062e-06
200,788,4.666499e-06
200,789,4.615499e-06
200,790,4.565056e-06
200,791,4.515165e-06
200,792,4.465819e-06
200,793,4.417013e-06
200,794,4.368739e-06
200,795,4.320994e-06
200,796,4.273770e-06
200,797,4.227062e-06
200,798,4.180865e-06
200,799,4.135172e-06
200,800,4.089979e-06
200,801,4.045280e-06
200,802,4.001070e-06
200,803,3.957342e-06
200,804,3.914093e-06
200,805,3.871316e-06
200,806,3.829007e-06
200,807,3.787160e-06
200,808,3.745770e-06
200,809,3.704833e-06
200,810,3.664343e-06
200,811,3.624295e-06
200,812,3.584686e-06
200,813,3.545509e-06
200,814,3.506760e-06
200,815,3.468435e-06
200,816,3.430529e-06
200,817,3.393037e-06
200,818,3.355955e-06
200,819,3.319278e-06
200,820,3.283001e-06
200,821,3.247122e-06
200,822,3.211634e-06
200,823,3.176534e-06
200,824,3.141818e-06
200,825,3.107482e-06
200,826,3.073520e-06
200,827,3.039930e-06
200,828,3.006707e-06
200,829,2.973847e-06
200,830,2.941346e-06
200,831,2.909200e-06
200,832,2.877405e-06
200,833,2.845958e-06
200,834,2.814855e-06
200,835,2.784092e-06
200,836,2.753665e-06
200,837,2.723570e-06
200,838,2.693804e-06
200,839,2.664364e-06
200,840,2.635245e-06
200,841,2.606445e-06
200,842,2.577959e-06
200,843,2.549785e-06
200,844,2.521918e-06
200,845,2.494356e-06
200,846,2.467096e-06
200,847,2.440133e-06
200,848,2.413465e-06
200,849,2.387088e-06
200,850,2.361000e-06
200,851,2.335197e-06
200,852,2.309676e-06
200,853,2.284433e-06
200,854,2.259467e-06
200,855,2.234773e-06
200,856,2.210350e-06
200,857,2.186193e-06
200,858,2.162300e-06
200,859,2.138669e-06
200,860,2.115295e-06
200,861,2.092177e-06
200,862,2.069312e-06
200,863,2.046697e-06
200,864,2.024328e-06
200,865,2.002205e-06
200,866,1.980323e-06
200,867,1.958680e-06
200,868,1.937274e-06
200,869,1.916101e-06
200,870,1.895160e-06
200,871,1.874448e-06
200,872,1.853963e-06
200,873,1.833701e-06
200,874,1.813660e-06
200,875,1.793839e-06
200,876,1.774234e-06
200,877,1.754844e-06
200,878,1.735665e-06
200,879,1.716696e-06
200,880,1.697934e-06
200,881,1.679378e-06
200,882,1.661024e-06
200,883,1.642871e-06
200,884,1.624916e-06
200,885,1.607157e-06
200,886,1.589593e-06
200,887,1.572220e-06
200,888,1.555038e-06
200,889,1.538043e-06
200,890,1.521234e-06
200,891,1.504608e-06
200,892,1.488164e-06
200,893,1.471900e-06
200,894,1.455814e-06
200,895,1.439904e-06
200,896,1.424167e-06
200,897,1.408602e-06
200,898,1.393208e-06
200,899,1.377981e-06
200,900,1.362922e-06
200,901,1.348026e-06
200,902,1.333294e-06
200,903,1.318722e-06
200,904,1.304310e-06
200,905,1.290055e-06
200,906,1.275956e-06
200,907,1.262012e-06
200,908,1.248219e-06
200,909,1.234577e-06
200,910,1.221085e-06
200,911,1.207740e-06
200,912,1.194540e-06
200,913,1.181485e-06
200,914,1.168573e-06
200,915,1.155802e-06
200,916,1.143170e-06
200,917,1.130676e-06
200,918,1.118319e-06
200,919,1.106097e-06
200,920,1.094009e-06
200,921,1.082052e-06
200,922,1.070227e-06
200,923,1.058530e-06
200,924,1.046962e-06
200,925,1.035520e-06
200,926,1.024202e-06
200,927,1.013009e-06
200,928,1.001938e-06
200,929,9.909878e-07
200,930,9.801574e-07
200,931,9.694453e-07
200,932,9.588503e-07
200,933,9.483711e-07
200,934,9.380064e-07
200,935,9.277550e-07
200,936,9.176156e-07
200,937,9.075870e-07
200,938,8.976681e-07
200,939,8.878575e-07
200,940,8.781542e-07
200,941,8.685569e-07
200,942,8.590645e-07
200,943,8.496758e-07
200,944,8.403898e-07
200,945,8.312052e-07
200,946,8.221210e-07
200,947,8.131361e-07
200,948,8.042494e-07
200,949,7.954598e-07
200,950,7.867663e-07
200,951,7.781678e-07
200,952,7.696633e-07
200,953,7.612517e-07
200,954,7.529320e-07
200,955,7.447032e-07
200,956,7.365644e-07
200,957,7.285146e-07
200,958,7.205527e-07
200,959,7.126778e-07
200,960,7.048890e-07
200,961,6.971853e-07
200,962,6.895658e-07
200,963,6.820296e-07
200,964,6.745757e-07
200,965,6.672034e-07
200,966,6.599115e-07
200,967,6.526994e-07
200,968,6.455661e-07
200,969,6.385107e-07
200,970,6.315325e-07
200,971,6.246305e-07
200,972,6.178040e-07
200,973,6.110520e-07
200,974,6.043739e-07
200,975,5.977687e-07
200,976,5.912358e-07
200,977,5.847742e-07
200,978,5.783832e-07
200,979,5.720621e-07
200,980,5.658101e-07
200,981,5.596264e-07
200,982,5.535103e-07
200,983,5.474610e-07
200,984,5.414778e-07
200,985,5.355600e-07
200,986,5.297069e-07
200,987,5.239178e-07
200,988,5.181920e-07
200,989,5.125287e-07
200,990,5.069273e-07
200,991,5.013871e-07
200,992,4.959075e-07
200,993,4.904877e-07
200,994,4.851272e-07
200,995,4.798253e-07
200,996,4.745813e-07
200,997,4.693947e-07
200,998,4.642647e-07
200,999,4.591908e-07
200,1000,4.541723e-07
200,1001,4.492087e-07
200,1002,4.442993e-07
200,1003,4.394436e-07
200,1004,4.346409e-07
200,1005,4.298908e-07
200,1006,4.251925e-07
200,1007,4.205456e-07
200,1008,4.159495e-07
200,1009,4.114036e-07
200,1010,4.069074e-07
200,1011,4.024604e-07
200,1012,3.980619e-07
200,1013,3.937115e-07
200,1014,3.894087e-07
200,1015,3.851528e-07
200,1016,3.809435e-07
200,1017,3.767802e-07
200,1018,3.726624e-07
200,1019,3.685896e-07
200,1020,3.645613e-07
200,1021,3.605771e-07
200,1022,3.566363e-07
200,1023,3.527387e-07
200,1024,3.488836e-07
200,1025,3.450707e-07
200,1026,3.412994e-07
200,1027,3.375694e-07
200,1028,3.338801e-07
200,1029,3.302312e-07
200,1030,3.266221e-07
200,1031,3.230525e-07
200,1032,3.195218e-07
200,1033,3.160298e-07
200,1034,3.125759e-07
200,1035,3.091598e-07
200,1036,3.057810e-07
200,1037,3.024392e-07
200,1038,2.991338e-07
200,1039,2.958646e-07
200,1040,2.926311e-07
200,1041,2.894330e-07
200,1042,2.862698e-07
200,1043,2.831412e-07
200,1044,2.800467e-07
200,1045,2.769861e-07
200,1046,2.739590e-07
200,1047,2.709649e-07
200,1048,2.680035e-07
200,1049,2.650745e-07
200,1050,2.621776e-07
200,1051,2.593122e-07
200,1052,2.564782e-07
200,1053,2.536752e-07
200,1054,2.509028e-07
200,1055,2.481607e-07
200,1056,2.454486e-07
200,1057,2.427661e-07
200,1058,2.401129e-07
200,1059,2.374887e-07
200,1060,2.348932e-07
200,1061,2.323261e-07
200,1062,2.297870e-07
200,1063,2.272757e-07
200,1064,2.247918e-07
200,1065,2.223351e-07
200,1066,2.199052e-07
200,1067,2.175019e-07
200,1068,2.151248e-07
200,1069,2.127737e-07
200,1070,2.104483e-07
200,1071,2.081483e-07
200,1072,2.058735e-07
200,1073,2.036235e-07
200,1074,2.013981e-07
200,1075,1.991971e-07
200,1076,1.970201e-07
200,1077,1.948668e-07
200,1078,1.927372e-07
200,1079,1.906307e-07
200,1080,1.885474e-07
200,1081,1.864867e-07
200,1082,1.844486e-07
200,1083,1.824328e-07
200,1084,1.804390e-07
200,1085,1.784670e-07
200,1086,1.765165e-07
200,1087,1.745874e-07
200,1088,1.726794e-07
200,1089,1.707922e-07
200,1090,1.689256e-07
200,1091,1.670794e-07
200,1092,1.652534e-07
200,1093,1.634474e-07
200,1094,1.616611e-07
200,1095,1.598943e-07
200,1096,1.581468e-07
