kappa,iter,residual
200,1097,1.564184e-07
200,1098,1.547089e-07
200,1099,1.530181e-07
200,1100,1.513458e-07
200,1101,1.496918e-07
200,1102,1.480558e-07
200,1103,1.464377e-07
200,1104,1.448373e-07
200,1105,1.432544e-07
200,1106,1.416888e-07
200,1107,1.401402e-07
200,1108,1.386087e-07
200,1109,1.370938e-07
200,1110,1.355955e-07
200,1111,1.341136e-07
200,1112,1.326479e-07
200,1113,1.311982e-07
200,1114,1.297643e-07
200,1115,1.283462e-07
200,1116,1.269435e-07
200,1117,1.255561e-07
200,1118,1.241839e-07
200,1119,1.228267e-07
200,1120,1.214844e-07
200,1121,1.201567e-07
200,1122,1.188435e-07
200,1123,1.175446e-07
200,1124,1.162600e-07
200,1125,1.149894e-07
200,1126,1.137327e-07
200,1127,1.124897e-07
200,1128,1.112603e-07
200,1129,1.100444e-07
200,1130,1.088417e-07
200,1131,1.076522e-07
200,1132,1.064757e-07
200,1133,1.053120e-07
200,1134,1.041610e-07
200,1135,1.030227e-07
200,1136,1.018967e-07
200,1137,1.007831e-07
200,1138,9.968167e-08
200,1139,9.859225e-08
200,1140,9.751475e-08
200,1141,9.644901e-08
200,1142,9.539493e-08
200,1143,9.435236e-08
200,1144,9.332119e-08
200,1145,9.230129e-08
200,1146,9.129254e-08
200,1147,9.029481e-08
200,1148,8.930798e-08
200,1149,8.833194e-08
200,1150,8.736657e-08
200,1151,8.641174e-08
200,1152,8.546735e-08
200,1153,8.453329e-08
200,1154,8.360943e-08
200,1155,8.269567e-08
200,1156,8.179189e-08
200,1157,8.089799e-08
200,1158,8.001387e-08
200,1159,7.913940e-08
200,1160,7.827449e-08
200,1161,7.741903e-08
200,1162,7.657293e-08
200,1163,7.573607e-08
200,1164,7.490835e-08
200,1165,7.408968e-08
200,1166,7.327996e-08
200,1167,7.247909e-08
200,1168,7.168697e-08
200,1169,7.090351e-08
200,1170,7.012861e-08
200,1171,6.936218e-08
200,1172,6.860412e-08
200,1173,6.785435e-08
200,1174,6.711278e-08
200,1175,6.637931e-08
200,1176,6.565385e-08
200,1177,6.493632e-08
200,1178,6.422664e-08
200,1179,6.352471e-08
200,1180,6.283045e-08
200,1181,6.214378e-08
200,1182,6.146462e-08
200,1183,6.079288e-08
200,1184,6.012847e-08
200,1185,5.947133e-08
200,1186,5.882138e-08
200,1187,5.817852e-08
200,1188,5.754269e-08
200,1189,5.691381e-08
200,1190,5.629180e-08
200,1191,5.567660e-08
200,1192,5.506811e-08
200,1193,5.446627e-08
200,1194,5.387102e-08
200,1195,5.328226e-08
200,1196,5.269994e-08
200,1197,5.212399e-08
200,1198,5.155433e-08
200,1199,5.099090e-08
200,1200,5.043362e-08
200,1201,4.988243e-08
200,1202,4.933727e-08
200,1203,4.879807e-08
200,1204,4.826476e-08
200,1205,4.773728e-08
200,1206,4.721556e-08
200,1207,4.669954e-08
200,1208,4.618917e-08
200,1209,4.568437e-08
200,1210,4.518509e-08
200,1211,4.469126e-08
200,1212,4.420283e-08
200,1213,4.371974e-08
200,1214,4.324193e-08
200,1215,4.276935e-08
200,1216,4.230192e-08
200,1217,4.183961e-08
200,1218,4.138235e-08
200,1219,4.093008e-08
200,1220,4.048276e-08
200,1221,4.004033e-08
200,1222,3.960273e-08
200,1223,3.916991e-08
200,1224,3.874183e-08
200,1225,3.831842e-08
200,1226,3.789964e-08
200,1227,3.748544e-08
200,1228,3.707576e-08
200,1229,3.667056e-08
200,1230,3.626979e-08
200,1231,3.587340e-08
200,1232,3.548134e-08
200,1233,3.509357e-08
200,1234,3.471004e-08
200,1235,3.433069e-08
200,1236,3.395549e-08
200,1237,3.358440e-08
200,1238,3.321736e-08
200,1239,3.285433e-08
200,1240,3.249526e-08
200,1241,3.214012e-08
200,1242,3.178887e-08
200,1243,3.144145e-08
200,1244,3.109783e-08
200,1245,3.075796e-08
200,1246,3.042181e-08
200,1247,3.008933e-08
200,1248,2.976049e-08
200,1249,2.943524e-08
200,1250,2.911354e-08
200,1251,2.879536e-08
200,1252,2.848066e-08
200,1253,2.816939e-08
200,1254,2.786153e-08
200,1255,2.755704e-08
200,1256,2.725587e-08
200,1257,2.695799e-08
200,1258,2.666337e-08
200,1259,2.637197e-08
200,1260,2.608375e-08
200,1261,2.579868e-08
200,1262,2.551673e-08
200,1263,2.523786e-08
200,1264,2.496204e-08
200,1265,2.468923e-08
200,1266,2.441940e-08
200,1267,2.415252e-08
200,1268,2.388856e-08
200,1269,2.362748e-08
200,1270,2.336926e-08
200,1271,2.311386e-08
200,1272,2.286125e-08
200,1273,2.261140e-08
200,1274,2.236428e-08
200,1275,2.211986e-08
200,1276,2.187812e-08
200,1277,2.163901e-08
200,1278,2.140252e-08
200,1279,2.116862e-08
200,1280,2.093727e-08
200,1281,2.070844e-08
200,1282,2.048212e-08
200,1283,2.025827e-08
200,1284,2.003687e-08
200,1285,1.981789e-08
200,1286,1.960130e-08
200,1287,1.938708e-08
200,1288,1.917520e-08
200,1289,1.896564e-08
200,1290,1.875836e-08
200,1291,1.855335e-08
200,1292,1.835059e-08
200,1293,1.815003e-08
200,1294,1.795167e-08
200,1295,1.775548e-08
200,1296,1.756143e-08
200,1297,1.736950e-08
200,1298,1.717967e-08
200,1299,1.699192e-08
200,1300,1.680621e-08
200,1301,1.662254e-08
200,1302,1.644087e-08
200,1303,1.626119e-08
200,1304,1.608348e-08
200,1305,1.590770e-08
200,1306,1.573385e-08
200,1307,1.556189e-08
200,1308,1.539182e-08
200,1309,1.522360e-08
200,1310,1.505722e-08
200,1311,1.489266e-08
200,1312,1.472990e-08
200,1313,1.456892e-08
200,1314,1.440970e-08
200,1315,1.425222e-08
200,1316,1.409645e-08
200,1317,1.394239e-08
200,1318,1.379002e-08
200,1319,1.363931e-08
200,1320,1.349025e-08
200,1321,1.334281e-08
200,1322,1.319699e-08
200,1323,1.305276e-08
200,1324,1.291011e-08
200,1325,1.276901e-08
200,1326,1.262946e-08
200,1327,1.249144e-08
200,1328,1.235492e-08
200,1329,1.221989e-08
200,1330,1.208634e-08
200,1331,1.195425e-08
200,1332,1.182360e-08
200,1333,1.169438e-08
200,1334,1.156658e-08
200,1335,1.144017e-08
200,1336,1.131514e-08
200,1337,1.119147e-08
200,1338,1.106916e-08
200,1339,1.094819e-08
200,1340,1.082854e-08
200,1341,1.071019e-08
200,1342,1.059314e-08
200,1343,1.047737e-08
200,1344,1.036286e-08
200,1345,1.024961e-08
200,1346,1.013759e-08
200,1347,1.002680e-08
200,1348,9.917216e-09
200,1349,9.808832e-09
200,1350,9.701632e-09
200,1351,9.595603e-09
200,1352,9.490733e-09
200,1353,9.387010e-09
200,1354,9.284420e-09
200,1355,9.182951e-09
200,1356,9.082591e-09
200,1357,8.983328e-09
200,1358,8.885150e-09
200,1359,8.788045e-09
200,1360,8.692001e-09
200,1361,8.597006e-09
200,1362,8.503050e-09
200,1363,8.410121e-09
200,1364,8.318207e-09
200,1365,8.227298e-09
200,1366,8.137383e-09
200,1367,8.048450e-09
200,1368,7.960489e-09
200,1369,7.873489e-09
200,1370,7.787440e-09
200,1371,7.702332e-09
200,1372,7.618154e-09
200,1373,7.534895e-09
200,1374,7.452547e-09
200,1375,7.371099e-09
200,1376,7.290540e-09
200,1377,7.210863e-09
200,1378,7.132055e-09
200,1379,7.054110e-09
200,1380,6.977016e-09
200,1381,6.900764e-09
200,1382,6.825346e-09
200,1383,6.750753e-09
200,1384,6.676974e-09
200,1385,6.604002e-09
200,1386,6.531827e-09
200,1387,6.460441e-09
200,1388,6.389836e-09
200,1389,6.320002e-09
200,1390,6.250931e-09
200,1391,6.182615e-09
200,1392,6.115045e-09
200,1393,6.048214e-09
200,1394,5.982114e-09
200,1395,5.916736e-09
200,1396,5.852072e-09
200,1397,5.788115e-09
200,1398,5.724857e-09
200,1399,5.662291e-09
200,1400,5.600408e-09
200,1401,5.539201e-09
200,1402,5.478664e-09
200,1403,5.418788e-09
200,1404,5.359566e-09
200,1405,5.300992e-09
200,1406,5.243058e-09
200,1407,5.185757e-09
200,1408,5.129082e-09
200,1409,5.073027e-09
200,1410,5.017584e-09
200,1411,4.962747e-09
200,1412,4.908509e-09
200,1413,4.854865e-09
200,1414,4.801806e-09
200,1415,4.749328e-09
200,1416,4.697422e-09
200,1417,4.646085e-09
200,1418,4.595308e-09
200,1419,4.545086e-09
200,1420,4.495413e-09
200,1421,4.446283e-09
200,1422,4.397690e-09
200,1423,4.349628e-09
200,1424,4.302091e-09
200,1425,4.255074e-09
200,1426,4.208570e-09
200,1427,4.162575e-09
200,1428,4.117083e-09
200,1429,4.072087e-09
200,1430,4.027584e-09
200,1431,3.983567e-09
200,1432,3.940030e-09
200,1433,3.896970e-09
200,1434,3.854380e-09
200,1435,3.812256e-09
200,1436,3.770592e-09
200,1437,3.729384e-09
200,1438,3.688626e-09
200,1439,3.648313e-09
200,1440,3.608441e-09
200,1441,3.569004e-09
200,1442,3.529999e-09
200,1443,3.491420e-09
200,1444,3.453262e-09
200,1445,3.415522e-09
200,1446,3.378194e-09
200,1447,3.341274e-09
200,1448,3.304757e-09
200,1449,3.268640e-09
200,1450,3.232917e-09
200,1451,3.197585e-09
200,1452,3.162638e-09
200,1453,3.128074e-09
200,1454,3.093888e-09
200,1455,3.060075e-09
200,1456,3.026631e-09
200,1457,2.993553e-09
200,1458,2.960837e-09
200,1459,2.928478e-09
200,1460,2.896473e-09
200,1461,2.864818e-09
200,1462,2.833508e-09
200,1463,2.802541e-09
200,1464,2.771912e-09
200,1465,2.741618e-09
200,1466,2.711655e-09
200,1467,2.682020e-09
200,1468,2.652708e-09
200,1469,2.623717e-09
200,1470,2.595043e-09
200,1471,2.566682e-09
200,1472,2.538630e-09
200,1473,2.510886e-09
200,1474,2.483445e-09
200,1475,2.456303e-09
200,1476,2.429458e-09
200,1477,2.402907e-09
200,1478,2.376646e-09
200,1479,2.350672e-09
200,1480,2.324981e-09
200,1481,2.299572e-09
200,1482,2.274440e-09
200,1483,2.249583e-09
200,1484,2.224997e-09
200,1485,2.200680e-09
200,1486,2.176629e-09
200,1487,2.152841e-09
200,1488,2.129313e-09
200,1489,2.106042e-09
200,1490,2.083025e-09
200,1491,2.060260e-09
200,1492,2.037743e-09
200,1493,2.015473e-09
200,1494,1.993446e-09
200,1495,1.971660e-09
200,1496,1.950111e-09
200,1497,1.928799e-09
200,1498,1.907719e-09
200,1499,1.886870e-09
200,1500,1.866248e-09
200,1501,1.845852e-09
200,1502,1.825679e-09
200,1503,1.805726e-09
200,1504,1.785992e-09
200,1505,1.766473e-09
200,1506,1.747167e-09
200,1507,1.728072e-09
200,1508,1.709186e-09
200,1509,1.690507e-09
200,1510,1.672031e-09
200,1511,1.653758e-09
200,1512,1.635684e-09
200,1513,1.617808e-09
200,1514,1.600127e-09
200,1515,1.582639e-09
200,1516,1.565342e-09
200,1517,1.548235e-09
200,1518,1.531314e-09
200,1519,1.514579e-09
200,1520,1.498026e-09
200,1521,1.481654e-09
200,1522,1.465461e-09
200,1523,1.449445e-09
200,1524,1.433605e-09
200,1525,1.417937e-09
200,1526,1.402440e-09
200,1527,1.387113e-09
200,1528,1.371953e-09
200,1529,1.356959e-09
200,1530,1.342129e-09
200,1531,1.327461e-09
200,1532,1.312953e-09
200,1533,1.298604e-09
200,1534,1.284412e-09
200,1535,1.270375e-09
200,1536,1.256491e-09
200,1537,1.242759e-09
200,1538,1.229177e-09
200,1539,1.215743e-09
200,1540,1.202456e-09
200,1541,1.189315e-09
200,1542,1.176317e-09
200,1543,1.163461e-09
200,1544,1.150746e-09
200,1545,1.138169e-09
200,1546,1.125730e-09
200,1547,1.113427e-09
200,1548,1.101259e-09
200,1549,1.089223e-09
200,1550,1.077319e-09
200,1551,1.065545e-09
200,1552,1.053900e-09
200,1553,1.042382e-09
200,1554,1.030990e-09
200,1555,1.019722e-09
200,1556,1.008578e-09
200,1557,9.975548e-10
200,1558,9.866526e-10
200,1559,9.758696e-10
200,1560,9.652043e-10
200,1561,9.546557e-10
200,1562,9.442223e-10
200,1563,9.339030e-10
200,1564,9.236964e-10
200,1565,9.136014e-10
200,1566,9.036167e-10
200,1567,8.937411e-10
200,1568,8.839735e-10
200,1569,8.743126e-10
200,1570,8.647573e-10
200,1571,8.553064e-10
200,1572,8.459589e-10
200,1573,8.367134e-10
200,1574,8.275690e-10
200,1575,8.185246e-10
200,1576,8.095790e-10
200,1577,8.007312e-10
200,1578,7.919800e-10
200,1579,7.833245e-10
200,1580,7.747636e-10
200,1581,7.662963e-10
200,1582,7.579215e-10
200,1583,7.496382e-10
200,1584,7.414455e-10
200,1585,7.333423e-10
200,1586,7.253276e-10
200,1587,7.174005e-10
200,1588,7.095601e-10
200,1589,7.018054e-10
200,1590,6.941354e-10
200,1591,6.865492e-10
200,1592,6.790460e-10
200,1593,6.716247e-10
200,1594,6.642846e-10
200,1595,6.570247e-10
200,1596,6.498441e-10
200,1597,6.427420e-10
200,1598,6.357175e-10
200,1599,6.287698e-10
200,1600,6.218980e-10
200,1601,6.151013e-10
200,1602,6.083789e-10
200,1603,6.017300e-10
200,1604,5.951537e-10
200,1605,5.886493e-10
200,1606,5.822160e-10
200,1607,5.758530e-10
200,1608,5.695596e-10
200,1609,5.633349e-10
200,1610,5.571782e-10
200,1611,5.510889e-10
200,1612,5.450661e-10
200,1613,5.391091e-10
200,1614,5.332172e-10
200,1615,5.273897e-10
200,1616,5.216259e-10
200,1617,5.159251e-10
200,1618,5.102866e-10
200,1619,5.047097e-10
200,1620,4.991937e-10
200,1621,4.937381e-10
200,1622,4.883420e-10
200,1623,4.830050e-10
200,1624,4.777263e-10
200,1625,4.725052e-10
200,1626,4.673412e-10
200,1627,4.622337e-10
200,1628,4.571820e-10
200,1629,4.521855e-10
200,1630,4.472436e-10
200,1631,4.423557e-10
200,1632,4.375212e-10
200,1633,4.327396e-10
200,1634,4.280102e-10
200,1635,4.233325e-10
200,1636,4.187059e-10
200,1637,4.141299e-10
200,1638,4.096039e-10
200,1639,4.051274e-10
200,1640,4.006998e-10
200,1641,3.963205e-10
200,1642,3.919892e-10
200,1643,3.877051e-10
200,1644,3.834679e-10
200,1645,3.792770e-10
200,1646,3.751320e-10
200,1647,3.710322e-10
200,1648,3.669772e-10
200,1649,3.629665e-10
200,1650,3.589997e-10
200,1651,3.550762e-10
200,1652,3.511956e-10
200,1653,3.473574e-10
200,1654,3.435611e-10
200,1655,3.398064e-10
200,1656,3.360927e-10
200,1657,3.324195e-10
200,1658,3.287865e-10
200,1659,3.251933e-10
200,1660,3.216392e-10
200,1661,3.181241e-10
200,1662,3.146473e-10
200,1663,3.112085e-10
200,1664,3.078074e-10
200,1665,3.044434e-10
200,1666,3.011161e-10
200,1667,2.978252e-10
200,1668,2.945703e-10
200,1669,2.913510e-10
200,1670,2.881668e-10
200,1671,2.850175e-10
200,1672,2.819025e-10
200,1673,2.788217e-10
200,1674,2.757744e-10
200,1675,2.727605e-10
200,1676,2.697795e-10
200,1677,2.668311e-10
200,1678,2.639149e-10
200,1679,2.610306e-10
200,1680,2.581778e-10
200,1681,2.553562e-10
200,1682,2.525655e-10
200,1683,2.498052e-10
200,1684,2.470751e-10
200,1685,2.443748e-10
200,1686,2.417041e-10
200,1687,2.390625e-10
200,1688,2.364498e-10
200,1689,2.338657e-10
200,1690,2.313098e-10
200,1691,2.287818e-10
200,1692,2.262814e-10
200,1693,2.238084e-10
200,1694,2.213624e-10
200,1695,2.189432e-10
200,1696,2.165504e-10
200,1697,2.141837e-10
200,1698,2.118429e-10
200,1699,2.095277e-10
200,1700,2.072378e-10
200,1701,2.049729e-10
200,1702,2.027328e-10
200,1703,2.005171e-10
200,1704,1.983257e-10
200,1705,1.961582e-10
200,1706,1.940144e-10
200,1707,1.918940e-10
200,1708,1.897968e-10
200,1709,1.877225e-10
200,1710,1.856709e-10
200,1711,1.836417e-10
200,1712,1.816347e-10
200,1713,1.796497e-10
200,1714,1.776863e-10
200,1715,1.757444e-10
200,1716,1.738237e-10
200,1717,1.719240e-10
200,1718,1.700450e-10
200,1719,1.681866e-10
200,1720,1.663485e-10
200,1721,1.645305e-10
200,1722,1.627323e-10
200,1723,1.609539e-10
200,1724,1.591948e-10
200,1725,1.574550e-10
200,1726,1.557342e-10
200,1727,1.540321e-10
200,1728,1.523487e-10
200,1729,1.506837e-10
200,1730,1.490369e-10
200,1731,1.474081e-10
200,1732,1.457971e-10
200,1733,1.442037e-10
200,1734,1.426277e-10
200,1735,1.410689e-10
200,1736,1.395272e-10
200,1737,1.380023e-10
200,1738,1.364941e-10
200,1739,1.350024e-10
200,1740,1.335269e-10
200,1741,1.320676e-10
200,1742,1.306243e-10
200,1743,1.291967e-10
200,1744,1.277847e-10
200,1745,1.263881e-10
200,1746,1.250069e-10
200,1747,1.236407e-10
200,1748,1.222894e-10
200,1749,1.209529e-10
200,1750,1.196310e-10
200,1751,1.183236e-10
200,1752,1.170304e-10
200,1753,1.157514e-10
200,1754,1.144864e-10
200,1755,1.132352e-10
200,1756,1.119976e-10
200,1757,1.107736e-10
200,1758,1.095630e-10
200,1759,1.083656e-10
200,1760,1.071812e-10
200,1761,1.060099e-10
200,1762,1.048513e-10
200,1763,1.037054e-10
200,1764,1.025720e-10
200,1765,1.014510e-10
200,1766,1.003422e-10
200,1767,9.924560e-11
200,1768,9.816095e-11
200,1769,9.708816e-11
200,1770,9.602709e-11
200,1771,9.497761e-11
200,1772,9.393961e-11
200,1773,9.291295e-11
200,1774,9.189751e-11
200,1775,9.089317e-11
200,1776,8.989980e-11
200,1777,8.891729e-11
200,1778,8.794552e-11
200,1779,8.698437e-11
200,1780,8.603373e-11
200,1781,8.509347e-11
200,1782,8.416349e-11
200,1783,8.324367e-11
200,1784,8.233391e-11
200,1785,8.143408e-11
200,1786,8.054410e-11
200,1787,7.966384e-11
200,1788,7.879320e-11
200,1789,7.793207e-11
200,1790,7.708036e-11
200,1791,7.623795e-11
200,1792,7.540475e-11
200,1793,7.458066e-11
200,1794,7.376557e-11
200,1795,7.295939e-11
200,1796,7.216202e-11
200,1797,7.137337e-11
200,1798,7.059333e-11
200,1799,6.982182e-11
200,1800,6.905875e-11
200,1801,6.830401e-11
200,1802,6.755752e-11
200,1803,6.681919e-11
200,1804,6.608892e-11
200,1805,6.536664e-11
200,1806,6.465225e-11
200,1807,6.394567e-11
200,1808,6.324682e-11
200,1809,6.255560e-11
200,1810,6.187193e-11
200,1811,6.119574e-11
200,1812,6.052693e-11
200,1813,5.986544e-11
200,1814,5.921117e-11
200,1815,5.856406e-11
200,1816,5.792401e-11
200,1817,5.729097e-11
200,1818,5.666484e-11
200,1819,5.604555e-11
200,1820,5.543303e-11
200,1821,5.482721e-11
200,1822,5.422801e-11
200,1823,5.363535e-11
200,1824,5.304917e-11
200,1825,5.246940e-11
200,1826,5.189597e-11
200,1827,5.132880e-11
200,1828,5.076783e-11
200,1829,5.021299e-11
200,1830,4.966422e-11
200,1831,4.912144e-11
200,1832,4.858460e-11
200,1833,4.805362e-11
200,1834,4.752844e-11
200,1835,4.700901e-11
200,1836,4.649525e-11
200,1837,4.598711e-11
200,1838,4.548452e-11
200,1839,4.498742e-11
200,1840,4.449576e-11
200,1841,4.400946e-11
200,1842,4.352849e-11
200,1843,4.305277e-11
200,1844,4.258225e-11
200,1845,4.211687e-11
200,1846,4.165658e-11
200,1847,4.120131e-11
200,1848,4.075103e-11
200,1849,4.030566e-11
200,1850,3.986516e-11
200,1851,3.942948e-11
200,1852,3.899856e-11
200,1853,3.857235e-11
200,1854,3.815079e-11
200,1855,3.773384e-11
200,1856,3.732145e-11
200,1857,3.691357e-11
200,1858,3.651014e-11
200,1859,3.611113e-11
200,1860,3.571647e-11
200,1861,3.532613e-11
200,1862,3.494005e-11
200,1863,3.455819e-11
200,1864,3.418051e-11
200,1865,3.380695e-11
200,1866,3.343748e-11
200,1867,3.307204e-11
200,1868,3.271060e-11
200,1869,3.235311e-11
200,1870,3.199952e-11
200,1871,3.164980e-11
200,1872,3.130390e-11
200,1873,3.096179e-11
200,1874,3.062341e-11
200,1875,3.028873e-11
200,1876,2.995770e-11
200,1877,2.963030e-11
200,1878,2.930647e-11
200,1879,2.898618e-11
200,1880,2.866939e-11
200,1881,2.835607e-11
200,1882,2.804616e-11
200,1883,2.773965e-11
200,1884,2.743649e-11
200,1885,2.713663e-11
200,1886,2.684006e-11
200,1887,2.654673e-11
200,1888,2.625660e-11
200,1889,2.596964e-11
200,1890,2.568582e-11
200,1891,2.540510e-11
200,1892,2.512745e-11
200,1893,2.485284e-11
200,1894,2.458122e-11
200,1895,2.431257e-11
200,1896,2.404686e-11
200,1897,2.378406e-11
200,1898,2.352412e-11
200,1899,2.326703e-11
200,1900,2.301275e-11
200,1901,2.276124e-11
200,1902,2.251248e-11
200,1903,2.226645e-11
200,1904,2.202310e-11
200,1905,2.178241e-11
200,1906,2.154435e-11
200,1907,2.130889e-11
200,1908,2.107601e-11
200,1909,2.084567e-11
200,1910,2.061785e-11
200,1911,2.039252e-11
200,1912,2.016965e-11
200,1913,1.994922e-11
200,1914,1.973120e-11
200,1915,1.951555e-11
200,1916,1.930227e-11
200,1917,1.909132e-11
200,1918,1.888267e-11
200,1919,1.867630e-11
200,1920,1.847219e-11
200,1921,1.827031e-11
200,1922,1.807063e-11
200,1923,1.787314e-11
200,1924,1.767781e-11
200,1925,1.748461e-11
200,1926,1.729352e-11
200,1927,1.710452e-11
200,1928,1.691759e-11
200,1929,1.673269e-11
200,1930,1.654982e-11
200,1931,1.636895e-11
200,1932,1.619006e-11
200,1933,1.601312e-11
200,1934,1.583811e-11
200,1935,1.566502e-11
200,1936,1.549381e-11
200,1937,1.532448e-11
200,1938,1.515700e-11
200,1939,1.499135e-11
200,1940,1.482751e-11
200,1941,1.466547e-11
200,1942,1.450519e-11
200,1943,1.434666e-11
200,1944,1.418987e-11
200,1945,1.403479e-11
200,1946,1.388140e-11
200,1947,1.372969e-11
200,1948,1.357964e-11
200,1949,1.343123e-11
200,1950,1.328444e-11
200,1951,1.313926e-11
200,1952,1.299566e-11
200,1953,1.285363e-11
200,1954,1.271315e-11
200,1955,1.257421e-11
200,1956,1.243679e-11
200,1957,1.230087e-11
200,1958,1.216643e-11
200,1959,1.203347e-11
200,1960,1.190195e-11
200,1961,1.177188e-11
200,1962,1.164322e-11
200,1963,1.151598e-11
200,1964,1.139012e-11
200,1965,1.126564e-11
200,1966,1.114252e-11
200,1967,1.102074e-11
200,1968,1.090030e-11
200,1969,1.078117e-11
200,1970,1.066334e-11
200,1971,1.054680e-11
200,1972,1.043154e-11
200,1973,1.031753e-11
200,1974,1.020477e-11
200,1975,1.009324e-11
200,1976,9.982935e-12
200,1977,9.873832e-12
200,1978,9.765922e-12
200,1979,9.659191e-12
200,1980,9.553626e-12
200,1981,9.449215e-12
200,1982,9.345945e-12
200,1983,9.243804e-12
200,1984,9.142779e-12
200,1985,9.042858e-12
200,1986,8.944030e-12
200,1987,8.846281e-12
200,1988,8.749601e-12
200,1989,8.653977e-12
200,1990,8.559398e-12
200,1991,8.465853e-12
200,1992,8.373330e-12
200,1993,8.281819e-12
200,1994,8.191307e-12
200,1995,8.101785e-12
200,1996,8.013241e-12
200,1997,7.925665e-12
200,1998,7.839046e-12
200,1999,7.753373e-12
200,2000,7.668637e-12
200,2001,7.584827e-12
200,2002,7.501933e-12
200,2003,7.419945e-12
200,2004,7.338853e-12
200,2005,7.258647e-12
200,2006,7.179318e-12
200,2007,7.100856e-12
200,2008,7.023251e-12
200,2009,6.946494e-12
200,2010,6.870576e-12
200,2011,6.795488e-12
200,2012,6.721221e-12
200,2013,6.647765e-12
200,2014,6.575112e-12
200,2015,6.503253e-12
200,2016,6.432180e-12
200,2017,6.361883e-12
200,2018,6.292354e-12
200,2019,6.223585e-12
200,2020,6.155568e-12
200,2021,6.088294e-12
200,2022,6.021756e-12
200,2023,5.955944e-12
200,2024,5.890852e-12
200,2025,5.826472e-12
200,2026,5.762795e-12
200,2027,5.699813e-12
200,2028,5.637520e-12
200,2029,5.575908e-12
200,2030,5.514970e-12
200,2031,5.454697e-12
200,2032,5.395083e-12
200,2033,5.336120e-12
200,2034,5.277802e-12
200,2035,5.220121e-12
200,2036,5.163071e-12
200,2037,5.106644e-12
200,2038,5.050834e-12
200,2039,4.995634e-12
200,2040,4.941037e-12
200,2041,4.887037e-12
200,2042,4.833627e-12
200,2043,4.780800e-12
200,2044,4.728551e-12
200,2045,4.676873e-12
200,2046,4.625760e-12
200,2047,4.575205e-12
200,2048,4.525203e-12
200,2049,4.475747e-12
200,2050,4.426832e-12
200,2051,4.378452e-12
200,2052,4.330600e-12
200,2053,4.283271e-12
200,2054,4.236460e-12
200,2055,4.190160e-12
200,2056,4.144366e-12
200,2057,4.099072e-12
200,2058,4.054274e-12
200,2059,4.009965e-12
200,2060,3.966140e-12
200,2061,3.922794e-12
200,2062,3.879922e-12
200,2063,3.837519e-12
200,2064,3.795579e-12
200,2065,3.754097e-12
200,2066,3.713069e-12
200,2067,3.672489e-12
200,2068,3.632353e-12
200,2069,3.592655e-12
200,2070,3.553391e-12
200,2071,3.514556e-12
200,2072,3.476146e-12
200,2073,3.438156e-12
200,2074,3.400580e-12
200,2075,3.363415e-12
200,2076,3.326657e-12
200,2077,3.290300e-12
200,2078,3.254341e-12
200,2079,3.218774e-12
200,2080,3.183596e-12
200,2081,3.148803e-12
200,2082,3.114390e-12
200,2083,3.080353e-12
200,2084,3.046688e-12
200,2085,3.013391e-12
200,2086,2.980458e-12
200,2087,2.947885e-12
200,2088,2.915667e-12
200,2089,2.883802e-12
200,2090,2.852285e-12
200,2091,2.821113e-12
200,2092,2.790281e-12
200,2093,2.759786e-12
200,2094,2.729625e-12
200,2095,2.699793e-12
200,2096,2.670287e-12
200,2097,2.641104e-12
200,2098,2.612239e-12
200,2099,2.583690e-12
200,2100,2.555453e-12
200,2101,2.527525e-12
200,2102,2.499902e-12
200,2103,2.472581e-12
200,2104,2.445558e-12
200,2105,2.418831e-12
200,2106,2.392395e-12
200,2107,2.366249e-12
200,2108,2.340388e-12
200,2109,2.314810e-12
200,2110,2.289512e-12
200,2111,2.264490e-12
200,2112,2.239742e-12
200,2113,2.215264e-12
200,2114,2.191053e-12
200,2115,2.167107e-12
200,2116,2.143423e-12
200,2117,2.119998e-12
200,2118,2.096828e-12
200,2119,2.073912e-12
200,2120,2.051247e-12
200,2121,2.028829e-12
