run,step,t,h,err_est,err_true
25,10,2.7712846,0.32797905,9.7458996e-06,2.1084589e-06
25,11,3.0992637,0.34929365,1.175626e-05,2.4689987e-06
25,12,3.4485573,0.37211489,1.4477487e-05,4.3697275e-06
25,13,3.8206722,0.317459,8.0977905e-06,1.8800987e-06
25,14,4.1381312,0.31727002,8.4494665e-06,1.845597e-06
25,15,4.4554012,0.33548806,1.0584581e-05,2.2782502e-06
25,16,4.7908893,0.20911072,7.9355026e-07,1.1453284e-07
26,0,0,0.05,5.1856597e-10,1.8772761e-11
26,1,0.05,0.1,1.6993247e-08,1.2519843e-09
26,2,0.15,0.2,5.6838889e-07,8.568718e-08
26,3,0.35,0.35772861,1.1292299e-05,3.0368681e-06
26,4,0.70772861,0.33894826,9.4191049e-06,2.2220502e-06
26,5,1.0466769,0.34130167,9.3770269e-06,2.0708731e-06
26,6,1.3879785,0.36141545,1.0615051e-05,2.437548e-06
26,7,1.749394,0.38493399,1.4733626e-05,4.4858235e-06
26,8,2.134328,0.35735833,1.2040401e-05,3.0844479e-06
26,9,2.4916863,0.33419253,8.67536e-06,1.9326221e-06
26,10,2.8258788,0.35354217,1.0298626e-05,2.2189758e-06
26,11,3.179421,0.37521077,1.162155e-05,3.5937091e-06
26,12,3.5546318,0.33257001,8.064498e-06,1.9813244e-06
26,13,3.8872018,0.33233247,8.5443521e-06,1.9623614e-06
26,14,4.2195343,0.34312474,9.5407091e-06,2.10137e-06
26,15,4.562659,0.36340943,1.0655985e-05,2.595023e-06
26,16,4.9260684,0.073931577,4.1616773e-09,2.2225866e-10
27,0,0,0.05,6.3658745e-10,2.2942759e-11
27,1,0.05,0.1,2.0763222e-08,1.5169421e-09
27,2,0.15,0.2,6.8836799e-07,1.0220857e-07
27,3,0.35,0.34165419,1.0686002e-05,2.6766438e-06
27,4,0.69165419,0.32164417,8.283535e-06,1.8252953e-06
27,5,1.0132984,0.34040664,1.033351e-05,2.2381624e-06
27,6,1.353705,0.36154283,1.1527095e-05,2.9618783e-06
27,7,1.7152478,0.34428259,1.0139827e-05,2.6821826e-06
27,8,2.0595304,0.34381078,1.1409417e-05,2.7944626e-06
27,9,2.4033412,0.32904001,9.1451868e-06,2.0013959e-06
27,10,2.7323812,0.34961301,1.1059705e-05,2.3531609e-06
27,11,3.0819942,0.3717933,1.2772327e-05,3.9000085e-06
27,12,3.4537875,0.32588238,8.3401907e-06,2.0051076e-06
27,13,3.7796699,0.32564801,8.8193523e-06,1.9873834e-06
27,14,4.1053179,0.33726158,1.0028235e-05,2.1802372e-06
27,15,4.4425795,0.35823394,1.1457131e-05,2.6801841e-06
27,16,4.8008134,0.19918659,6.5288011e-07,9.7381147e-08
28,0,0,0.05,6.4359362e-10,2.2258639e-11
28,1,0.05,0.1,2.0099407e-08,1.3508419e-09
28,2,0.15,0.2,6.1012829e-07,8.9984942e-08
28,3,0.35,0.37967861,1.6018848e-05,4.9340001e-06
28,4,0.72967861,0.31842422,8.2256052e-06,1.909897e-06
28,5,1.0481028,0.31571223,8.2057823e-06,1.7782454e-06
28,6,1.3638151,0.33663167,1.0668088e-05,2.2948803e-06
28,7,1.7004467,0.35811375,1.2095009e-05,2.9999515e-06
28,8,2.0585605,0.34316396,1.0725715e-05,2.8409872e-06
28,9,2.4017244,0.3426952,1.2159419e-05,2.9811931e-06
28,10,2.7444196,0.32404705,9.2414075e-06,2.002827e-06
28,11,3.0684667,0.34524776,1.1443644e-05,2.4284922e-06
28,12,3.4137145,0.36744074,1.2736093e-05,3.8778033e-06
28,13,3.7811552,0.32607809,8.9743926e-06,2.175003e-06
28,14,4.1072333,0.32579813,9.6003801e-06,2.1793309e-06
28,15,4.4330314,0.33182927,1.0151464e-05,2.1926381e-06
28,16,4.7648607,0.23513931,1.5048606e-06,2.2141016e-07
29,0,0,0.05,5.1269133e-10,1.7831958e-11
29,1,0.05,0.1,1.6107288e-08,1.095747e-09
29,2,0.15,0.2,4.9526057e-07,6.3530875e-08
29,3,0.35,0.38291499,1.1509577e-05,3.5215559e-06
29,4,0.73291499,0.34424104,8.4554468e-06,2.1859077e-06
29,5,1.077156,0.34389899,9.1852969e-06,2.2061094e-06
29,6,1.421055,0.34467435,8.9813986e-06,2.0076041e-06
29,7,1.7657294,0.3641098,1.0081175e-05,2.2940871e-06
29,8,2.1298392,0.38728418,1.3715097e-05,4.2130809e-06
29,9,2.5171233,0.36229318,1.1694154e-05,3.0407269e-06
29,10,2.8794165,0.33879531,8.4384709e-06,1.9040725e-06
29,11,3.2182118,0.35732831,9.8471437e-06,2.1378791e-06
29,12,3.5755401,0.37874792,1.1131745e-05,3.4696575e-06
29,13,3.9542881,0.33621948,7.7633129e-06,1.9242179e-06
29,14,4.2905075,0.33599684,8.1973197e-06,1.896884e-06
29,15,4.6265044,0.34819257,9.2696235e-06,2.058828e-06
29,16,4.974697,0.025303045,1.4129364e-11,2.5690561e-13
30,0,0,0.05,6.1619726e-10,2.2019053e-11
30,1,0.05,0.1,1.9918216e-08,1.4314907e-09
30,2,0.15,0.2,6.4901341e-07,9.343713e-08
30,3,0.35,0.32425881,7.4657242e-06,1.6913747e-06
30,4,0.67425881,0.33991004,9.1728506e-06,2.0323841e-06
30,5,1.0141688,0.35986598,1.0509001e-05,2.2835162e-06
30,6,1.3740348,0.38285308,1.3880639e-05,4.2421103e-06
30,7,1.7568879,0.36136494,1.2506889e-05,3.2649305e-06
30,8,2.1182528,0.33292316,8.4674217e-06,1.89185e-06
30,9,2.451176,0.35200151,1.0141349e-05,2.1980484e-06
30,10,2.8031775,0.37329872,1.0875143e-05,3.3828162e-06
30,11,3.1764762,0.33673609,8.3814498e-06,2.1020867e-06
30,12,3.5132123,0.33645186,8.9926383e-06,2.1034657e-06
30,13,3.8496642,0.34191877,9.3617817e-06,2.0690098e-06
30,14,4.191583,0.3620003,1.0566928e-05,2.4479244e-06
30,15,4.5535833,0.38557917,1.4764053e-05,4.4967728e-06
30,16,4.9391624,0.060837572,1.720117e-09,7.4297457e-11
31,0,0,0.05,3.2110281e-10,1.1110779e-11
31,1,0.05,0.1,1.0033148e-08,6.7501216e-10
31,2,0.15,0.2,3.0489817e-07,4.417115e-08
31,3,0.35,0.4,1.0154788e-05,3.3305209e-06
31,4,0.75,0.39073065,1.1314057e-05,3.2344909e-06
31,5,1.1407307,0.35781075,7.5768968e-06,1.8192584e-06
31,6,1.4985414,0.3721166,8.3316476e-06,1.8899721e-06
31,7,1.870658,0.39178053,8.7729005e-06,2.8593318e-06
31,8,2.2624385,0.39620796,1.1883827e-05,3.4963279e-06
31,9,2.6586465,0.35805925,7.6337914e-06,1.8555556e-06
31,10,3.0167057,0.36966954,8.2530495e-06,1.8912135e-06
31,11,3.3863753,0.38853401,8.3049293e-06,2.6290052e-06
31,12,3.7749093,0.40270407,1.2575617e-05,3.8202978e-06
31,13,4.1776134,0.3631441,8.2031977e-06,2.0440487e-06
31,14,4.5407575,0.36755296,8.167047e-06,1.8868375e-06
31,15,4.9083104,0.091689578,6.1403754e-09,4.1790893e-10
32,0,0,0.05,5.6343075e-10,2.0353053e-11
32,1,0.05,0.1,1.8421807e-08,1.3517711e-09
32,2,0.15,0.2,6.1355911e-07,9.1828255e-08
32,3,0.35,0.3508305,1.0971688e-05,2.8591844e-06
32,4,0.7008305,0.33167975,8.8752569e-06,2.03311e-06
32,5,1.0325102,0.34138135,9.744783e-06,2.1351002e-06
32,6,1.3738916,0.36194412,1.094094e-05,2.6583909e-06
32,7,1.7358357,0.38614057,1.6058051e-05,4.857217e-06
32,8,2.1219763,0.35160902,1.1726683e-05,2.9332042e-06
32,9,2.4735853,0.33373919,8.9902436e-06,1.9874136e-06
32,10,2.8073245,0.35363851,1.0643678e-05,2.2727359e-06
32,11,3.160963,0.37578614,1.2608713e-05,3.8671908e-06
32,12,3.5367491,0.32704871,7.8649996e-06,1.8872362e-06
32,13,3.8637979,0.32684789,8.2453924e-06,1.8542921e-06
32,14,4.1906457,0.34239216,9.8365767e-06,2.1521848e-06
32,15,4.5330379,0.36302211,1.0958647e-05,2.7468393e-06
32,16,4.89606,0.10393999,2.4065374e-08,1.8188095e-09
33,0,0,0.05,5.5312216e-10,1.9430901e-11
33,1,0.05,0.1,1.7560896e-08,1.2197248e-09
33,2,0.15,0.2,5.5195317e-07,7.4143568e-08
33,3,0.35,0.36226157,1.0188235e-05,2.2431095e-06
33,4,0.71226157,0.37963884,1.0794237e-05,3.3767834e-06
33,5,1.0919004,0.3384729,7.7073368e-06,1.9244015e-06
33,6,1.4303733,0.33824799,8.1459152e-06,1.8970839e-06
33,7,1.7686213,0.35001551,9.1384192e-06,2.0378225e-06
33,8,2.1186368,0.36970804,9.9281662e-06,2.5734938e-06
33,9,2.4883449,0.39423535,1.5122869e-05,4.6326275e-06
33,10,2.8825802,0.35599747,1.044533e-05,2.6210145e-06
33,11,3.2385777,0.34469283,8.710047e-06,1.9626835e-06
33,12,3.5832705,0.36355656,9.8363389e-06,2.1132422e-06
33,13,3.9468271,0.38607093,1.2654729e-05,3.9149768e-06
33,14,4.332898,0.36781369,1.2015534e-05,3.1978695e-06
33,15,4.7007117,0.29928831,4.3655818e-06,8.8179913e-07
34,0,0,0.05,4.7477661e-10,1.7047919e-11
34,1,0.05,0.1,1.5425313e-08,1.1190233e-09
34,2,0.15,0.2,5.0760455e-07,7.4389116e-08
34,3,0.35,0.34799564,8.4989572e-06,2.125336e-06
34,4,0.69799564,0.34317982,8.0383466e-06,1.84454e-06
34,5,1.0411755,0.36089498,9.3032483e-06,2.0480344e-06
34,6,1.4020704,0.38170116,1.0158955e-05,3.2106009e-06
34,7,1.7837716,0.3434334,7.6473944e-06,1.9423942e-06
34,8,2.127205,0.34319614,8.1136398e-06,1.9180322e-06
34,9,2.4704011,0.35338204,8.8811673e-06,1.9971067e-06
34,10,2.8237832,0.37267268,9.5480639e-06,2.5095031e-06
34,11,3.1964559,0.39720896,1.459371e-05,4.498473e-06
34,12,3.5936648,0.35895097,1.009354e-05,2.5481815e-06
34,13,3.9526158,0.34893545,8.5530171e-06,1.9431748e-06
34,14,4.3015512,0.36738008,9.5019647e-06,2.1207549e-06
34,15,4.6689313,0.33106867,5.5824848e-06,1.4475513e-06
35,0,0,0.05,2.4374203e-10,8.8672403e-12
35,1,0.05,0.1,8.0287051e-09,5.9694272e-10
35,2,0.15,0.2,2.711374e-07,4.1539046e-08
35,3,0.35,0.39948388,9.470659e-06,2.9407905e-06
35,4,0.74948388,0.38378757,8.9181137e-06,2.4063182e-06
35,5,1.1332715,0.37380658,7.6132563e-06,1.8307019e-06
35,6,1.507078,0.38941951,7.8293872e-06,1.9961711e-06
35,7,1.8964975,0.41235066,1.0910522e-05,3.5325281e-06
35,8,2.3088482,0.38618262,9.1857961e-06,2.5003777e-06
35,9,2.6950308,0.37352653,7.6023713e-06,1.8310589e-06
35,10,3.0685573,0.38896302,7.8347664e-06,1.9659465e-06
35,11,3.4575204,0.41165694,1.0753281e-05,3.4854087e-06
35,12,3.8691773,0.387086,9.2794933e-06,2.5378379e-06
35,13,4.2562633,0.37322006,7.5891049e-06,1.8309269e-06
35,14,4.6294834,0.37051663,6.1525615e-06,1.4507582e-06
36,0,0,0.05,2.7730007e-10,9.9987796e-12
36,1,0.05,0.1,9.049206e-09,6.6174122e-10
36,2,0.15,0.2,3.0030423e-07,4.4664894e-08
36,3,0.35,0.38328138,8.2745877e-06,2.3407431e-06
36,4,0.73328138,0.36895007,7.2324414e-06,1.8063102e-06
36,5,1.1022315,0.38072589,7.7561793e-06,1.8135958e-06
36,6,1.4829573,0.39898546,7.6196658e-06,2.5622251e-06
36,7,1.8819428,0.41028348,1.1434197e-05,3.5066104e-06
36,8,2.2922263,0.37216984,7.5592353e-06,1.9087006e-06
36,9,2.6643961,0.38034826,7.7463077e-06,1.8144807e-06
36,10,3.0447444,0.3984796,7.569542e-06,2.5286278e-06
36,11,3.443224,0.41133799,1.1535407e-05,3.5560844e-06
36,12,3.854562,0.37294171,7.6405166e-06,1.9367377e-06
36,13,4.2275037,0.38003466,7.7392919e-06,1.8157284e-06
36,14,4.6075383,0.39246167,7.0528338e-06,2.2946062e-06
37,0,0,0.05,4.5021964e-10,1.5494939e-11
37,1,0.05,0.1,1.3988106e-08,1.0381995e-09
37,2,0.15,0.2,4.7174001e-07,7.3180185e-08
37,3,0.35,0.37820765,1.2752727e-05,3.8021328e-06
37,4,0.72820765,0.35929306,1.1633135e-05,2.9974757e-06
37,5,1.0875007,0.33707188,8.5219589e-06,1.9136558e-06
37,6,1.4245726,0.35592635,1.0009518e-05,2.1669126e-06
37,7,1.7804989,0.37743922,1.1311673e-05,3.5151832e-06
37,8,2.1579382,0.33482177,7.867881e-06,1.9434434e-06
37,9,2.4927599,0.33459393,8.3176034e-06,1.9190789e-06
37,10,2.8273539,0.34632199,9.369229e-06,2.074577e-06
37,11,3.1736759,0.36634761,1.0323808e-05,2.5971522e-06
37,12,3.5400235,0.39068176,1.5438322e-05,4.7047487e-06
37,13,3.9307052,0.35428587,1.0964383e-05,2.7498106e-06
37,14,4.2849911,0.34008286,8.818913e-06,1.9725195e-06
37,15,4.625074,0.35931965,1.0157903e-05,2.1746043e-06
37,16,4.9843936,0.015606387,1.5661916e-12,1.7541524e-14
38,0,0,0.05,4.2697412e-10,1.5391688e-11
38,1,0.05,0.1,1.3929587e-08,1.0181056e-09
38,2,0.15,0.2,4.6201298e-07,6.8651665e-08
38,3,0.35,0.35981359,9.288218e-06,2.4572461e-06
38,4,0.70981359,0.34278468,7.6697129e-06,1.7920871e-06
38,5,1.0525983,0.3581751,8.8825876e-06,1.994588e-06
38,6,1.4107734,0.37770321,9.289517e-06,2.7005499e-06
38,7,1.7884766,0.35544351,8.2814963e-06,2.2300207e-06
38,8,2.1439201,0.35506157,9.1163397e-06,2.2679689e-06
38,9,2.4989817,0.35195572,8.4718972e-06,1.9332299e-06
38,10,2.8509374,0.37024549,9.2996591e-06,2.1517406e-06
38,11,3.2211829,0.39312414,1.2563326e-05,3.9163821e-06
38,12,3.614307,0.36923829,1.0919641e-05,2.8864114e-06
38,13,3.9835453,0.34802991,8.1593126e-06,1.8798762e-06
38,14,4.3315752,0.36535037,9.1948856e-06,2.0152793e-06
38,15,4.6969256,0.30307441,3.2545857e-06,7.8024918e-07
39,0,0,0.05,4.6649223e-10,1.6736168e-11
39,1,0.05,0.1,1.5142724e-08,1.096746e-09
39,2,0.15,0.2,4.9745555e-07,7.2680723e-08
39,3,0.35,0.34736766,8.2238605e-06,2.0427688e-06
39,4,0.69736766,0.34576773,8.0846124e-06,1.8589818e-06
39,5,1.0431354,0.36341907,9.2416567e-06,2.0302334e-06
39,6,1.4065545,0.38448255,1.0489068e-05,3.3106267e-06
39,7,1.791037,0.34209233,7.3660457e-06,1.8510724e-06
39,8,2.1331293,0.34189353,7.7330027e-06,1.810355e-06
39,9,2.4750229,0.3561194,8.8829912e-06,1.9965424e-06
39,10,2.8311423,0.37551882,9.4026982e-06,2.6148956e-06
39,11,3.2066611,0.35701645,8.5259258e-06,2.3215353e-06
39,12,3.5636775,0.35658949,9.4817492e-06,2.3814167e-06
39,13,3.920267,0.34984631,8.4392254e-06,1.925886e-06
39,14,4.2701133,0.36804138,9.3670461e-06,2.0673664e-06
39,15,4.6381547,0.36184529,8.3626056e-06,2.3968938e-06
40,0,0,0.05,6.1573613e-10,2.238143e-11
40,1,0.05,0.1,2.0264276e-08,1.5043631e-09
40,2,0.15,0.2,6.832416e-07,1.0439495e-07
40,3,0.35,0.35773088,1.3791173e-05,3.7839681e-06
40,4,0.70773088,0.33760776,1.1657378e-05,2.7852543e-06
40,5,1.0453386,0.32633672,9.7177659e-06,2.0986593e-06
40,6,1.3716754,0.34774651,1.182463e-05,2.4861694e-06
40,7,1.7194219,0.37046114,1.4242071e-05,4.2999388e-06
40,8,2.089883,0.31866099,8.3649626e-06,1.9568049e-06
40,9,2.408544,0.31845054,8.7793162e-06,1.9308718e-06
40,10,2.7269945,0.33373034,1.0566145e-05,2.2721807e-06
40,11,3.0607249,0.35528751,1.2205568e-05,2.8445406e-06
40,12,3.4160124,0.37951061,1.7637768e-05,5.2664919e-06
40,13,3.795523,0.3464093,1.3137925e-05,3.2564641e-06
40,14,4.1419323,0.32335566,9.3563303e-06,2.0222585e-06
40,15,4.465288,0.34468145,1.1604088e-05,2.4571362e-06
40,16,4.8099694,0.19003059,5.0901356e-07,7.4271895e-08
41,0,0,0.05,4.3132942e-10,1.5547563e-11
41,1,0.05,0.1,1.4070555e-08,1.0282613e-09
41,2,0.15,0.2,4.6661806e-07,6.9317741e-08
41,3,0.35,0.35920228,9.2989172e-06,2.4547283e-06
41,4,0.70920228,0.3421117,7.6625142e-06,1.7865684e-06
41,5,1.051314,0.35781375,8.914915e-06,1.9997576e-06
41,6,1.4091277,0.37738827,9.331339e-06,2.7116273e-06
41,7,1.786516,0.35499102,8.3033315e-06,2.232918e-06
41,8,2.141507,0.35460929,9.1396595e-06,2.2711743e-06
41,9,2.4961163,0.35147736,8.4920788e-06,1.9359007e-06
41,10,2.8475937,0.3698173,9.3377292e-06,2.1530124e-06
41,11,3.217411,0.39268393,1.2590458e-05,3.9221957e-06
41,12,3.6100949,0.36900499,1.0978201e-05,2.9015446e-06
41,13,3.9790999,0.34745238,8.1680294e-06,1.8800599e-06
41,14,4.3265523,0.36481928,9.2258062e-06,2.0217089e-06
41,15,4.6913715,0.30862846,3.5806573e-06,8.7676139e-07
42,0,0,0.05,5.4736765e-10,1.9531488e-11
42,1,0.05,0.1,1.7666628e-08,1.2661203e-09
42,2,0.15,0.2,5.7394925e-07,8.2184035e-08
42,3,0.35,0.32742369,6.8832597e-06,1.5607051e-06
42,4,0.67742369,0.34833606,8.976103e-06,2.0105335e-06
42,5,1.0257597,0.36772705,9.8871529e-06,2.4033806e-06
42,6,1.3934868,0.39148062,1.4190554e-05,4.3617382e-06
42,7,1.7849674,0.36023473,1.0957657e-05,2.8068983e-06
42,8,2.1452022,0.34303527,8.5272878e-06,1.9292227e-06
42,9,2.4882374,0.36154142,9.7446571e-06,2.1056617e-06
42,10,2.8497788,0.38343969,1.1790703e-05,3.6667982e-06
42,11,3.2332185,0.37255563,1.2587237e-05,3.4278124e-06
42,12,3.6057742,0.33760766,7.9958837e-06,1.8248444e-06
42,13,3.9433818,0.35512739,9.4456869e-06,2.0830843e-06
42,14,4.2985092,0.37558274,9.8566631e-06,3.017183e-06
42,15,4.6740919,0.32590806,6.172309e-06,1.5049904e-06
43,0,0,0.05,6.5502959e-10,2.2732927e-11
43,1,0.05,0.1,2.0531574e-08,1.3902135e-09
43,2,0.15,0.2,6.281846e-07,8.0957621e-08
43,3,0.35,0.3787084,1.4261887e-05,4.493945e-06
43,4,0.7287084,0.32620525,8.715086e-06,2.1071579e-06
43,5,1.0549136,0.32593386,9.2818852e-06,2.1024157e-06
43,6,1.3808475,0.33408054,1.0089224e-05,2.1858742e-06
43,7,1.714928,0.35526245,1.1720237e-05,2.6115783e-06
43,8,2.0701905,0.37896462,1.6184219e-05,4.8634076e-06
43,9,2.4491551,0.35177408,1.3278384e-05,3.3625021e-06
43,10,2.8009292,0.32442364,8.9888803e-06,1.9579595e-06
43,11,3.1253528,0.34521308,1.1133886e-05,2.375535e-06
43,12,3.4705659,0.3671397,1.2008142e-05,3.6772379e-06
43,13,3.8377056,0.32981157,9.0846628e-06,2.2373031e-06
43,14,4.1675172,0.32950573,9.7875221e-06,2.2534638e-06
43,15,4.4970229,0.33243633,9.911102e-06,2.1500638e-06
43,16,4.8294593,0.17054075,2.8786954e-07,3.1845258e-08
44,0,0,0.05,4.3204657e-10,1.5512036e-11
44,1,0.05,0.1,1.4035591e-08,1.0180166e-09
44,2,0.15,0.2,4.617816e-07,6.7650113e-08
44,3,0.35,0.35271189,8.2653139e-06,2.0940414e-06
44,4,0.70271189,0.34858629,7.8953153e-06,1.8355198e-06
44,5,1.0512982,0.36551907,8.9610841e-06,1.9861347e-06
44,6,1.4168173,0.38618482,9.9316965e-06,3.162081e-06
44,7,1.8030021,0.34663753,7.3350681e-06,1.8721868e-06
44,8,2.1496396,0.34642753,7.7277335e-06,1.8338569e-06
44,9,2.4960671,0.35912361,8.6687769e-06,1.9627596e-06
44,10,2.8551907,0.37819724,9.0960946e-06,2.5594942e-06
44,11,3.233388,0.35984843,8.3177358e-06,2.2807772e-06
44,12,3.5932364,0.3594287,9.2367742e-06,2.333829e-06
44,13,3.9526651,0.35366283,8.3138984e-06,1.9109379e-06
44,14,4.3063279,0.37151006,9.0974589e-06,2.0775653e-06
44,15,4.677838,0.322162,4.469725e-06,1.1215875e-06
45,0,0,0.05,5.1188076e-10,1.7637003e-11
45,1,0.05,0.1,1.5922815e-08,1.1377008e-09
45,2,0.15,0.2,5.1701467e-07,8.0521455e-08
45,3,0.35,0.37640969,1.371312e-05,4.0907214e-06
45,4,0.72640969,0.35690876,1.2499914e-05,3.2143638e-06
45,5,1.0833184,0.33051696,8.6485291e-06,1.9164006e-06
45,6,1.4138354,0.35017116,1.0449054e-05,2.2516844e-06
45,7,1.7640066,0.37171514,1.1323235e-05,3.5015323e-06
45,8,2.1357217,0.33385063,8.5190291e-06,2.1169359e-06
45,9,2.4695723,0.33356817,9.1319882e-06,2.1189139e-06
45,10,2.8031405,0.33924271,9.5534178e-06,2.0986972e-06
45,11,3.1423832,0.35965035,1.0894628e-05,2.4782622e-06
45,12,3.5020336,0.38320495,1.5085077e-05,4.5762427e-06
45,13,3.8852385,0.3558461,1.2363022e-05,3.1578972e-06
45,14,4.2410846,0.33147355,8.7544998e-06,1.9386096e-06
45,15,4.5725582,0.35119349,1.0513359e-05,2.2597107e-06
45,16,4.9237517,0.076248332,4.5435442e-09,2.5329405e-10
46,0,0,0.05,2.912327e-10,1.0032419e-11
46,1,0.05,0.1,9.0571217e-09,6.5203842e-10
46,2,0.15,0.2,2.9630386e-07,4.6110598e-08
46,3,0.35,0.4,1.0589608e-05,3.3760755e-06
46,4,0.75,0.38292234,1.0200786e-05,2.7992446e-06
46,5,1.1329223,0.36189428,7.7312207e-06,1.8426029e-06
46,6,1.4948166,0.37728062,8.3270424e-06,1.858752e-06
46,7,1.8720972,0.39834538,1.0005404e-05,3.2244644e-06
46,8,2.2704426,0.38791045,1.0749044e-05,3.0238113e-06
46,9,2.6583531,0.36038981,7.6252081e-06,1.8293167e-06
46,10,3.0187429,0.37503259,8.2931706e-06,1.8717545e-06
46,11,3.3937755,0.3952269,9.2450369e-06,3.0018783e-06
46,12,3.7890024,0.39315178,1.1313655e-05,3.2673318e-06
46,13,4.1821542,0.35894154,7.5116328e-06,1.8142635e-06
46,14,4.5410957,0.37277576,8.2406518e-06,1.8791262e-06
46,15,4.9138715,0.086128541,4.7372905e-09,2.9967895e-10
47,0,0,0.05,4.2083592e-10,1.5221602e-11
47,1,0.05,0.1,1.3778152e-08,1.0134698e-09
47,2,0.15,0.2,4.6006584e-07,6.9156139e-08
47,3,0.35,0.36548282,1.0131596e-05,2.7746162e-06
47,4,0.71548282,0.34808678,8.6201691e-06,2.0757078e-06
47,5,1.0635696,0.35290093,8.7853723e-06,1.9821439e-06
47,6,1.4164705,0.37197656,9.5005442e-06,2.4203351e-06
47,7,1.7884471,0.39608991,1.4088321e-05,4.3527842e-06
47,8,2.184537,0.36134723,1.0304981e-05,2.6301081e-06
47,9,2.5458842,0.34855477,8.4580166e-06,1.9276525e-06
47,10,2.894439,0.36675193,9.4374102e-06,2.0413659e-06
47,11,3.2611909,0.38905725,1.2070372e-05,3.7641198e-06
47,12,3.6502482,0.37151152,1.1595478e-05,3.1140596e-06
47,13,4.0217597,0.34414388,8.0715627e-06,1.8569225e-06
47,14,4.3659036,0.3613584,9.2653665e-06,2.0411154e-06
47,15,4.727262,0.27273803,1.9349027e-06,4.1770769e-07
48,0,0,0.05,4.7749094e-10,1.6439961e-11
48,1,0.05,0.1,1.4841484e-08,1.0874002e-09
48,2,0.15,0.2,4.9411616e-07,7.6753281e-08
48,3,0.35,0.37697939,1.3164887e-05,3.9186215e-06
48,4,0.72697939,0.3577974,1.1986564e-05,3.0809101e-06
48,5,1.0847768,0.33405523,8.5965281e-06,1.9181059e-06
48,6,1.418832,0.35329296,1.0225227e-05,2.2081811e-06
48,7,1.772125,0.37483047,1.1364173e-05,3.5217574e-06
48,8,2.1469554,0.33403161,8.1420041e-06,2.013801e-06
48,9,2.4809871,0.33378125,8.6572062e-06,2.0001433e-06
48,10,2.8147683,0.34304978,9.4710884e-06,2.0892646e-06
48,11,3.1578181,0.36324875,1.0599468e-05,2.5501643e-06
48,12,3.5210668,0.38721294,1.5319311e-05,4.6571025e-06
48,13,3.9082798,0.35473138,1.1573088e-05,2.9241256e-06
48,14,4.2630112,0.33611253,8.8113035e-06,1.9618941e-06
48,15,4.5991237,0.35555787,1.0343831e-05,2.2190079e-06
48,16,4.9546816,0.04531844,3.3079883e-10,1.0802248e-11
49,0,0,0.05,5.5060401e-10,1.9904745e-11
49,1,0.05,0.1,1.8016696e-08,1.3239203e-09
49,2,0.15,0.2,6.0096346e-07,9.0173692e-08
49,3,0.35,0.35304314,1.1121294e-05,2.9286864e-06
49,4,0.70304314,0.33399983,9.0893576e-06,2.1026096e-06
49,5,1.037043,0.34104566,9.6313726e-06,2.1148788e-06
49,6,1.3780886,0.3614874,1.0859606e-05,2.5804124e-06
49,7,1.739576,0.38543138,1.5605016e-05,4.7288947e-06
49,8,2.1250074,0.35352584,1.1889712e-05,2.9991997e-06
49,9,2.4785332,0.33350699,8.882696e-06,1.9675672e-06
49,10,2.8120402,0.35325825,1.0545458e-05,2.2586704e-06
49,11,3.1652985,0.37523004,1.2244576e-05,3.7652272e-06
49,12,3.5405285,0.32900353,7.97846e-06,1.9316261e-06
49,13,3.8695321,0.32878662,8.4028e-06,1.9048674e-06
49,14,4.1983187,0.34223091,9.7393289e-06,2.1350484e-06
49,15,4.5405496,0.36276181,1.0883568e-05,2.6836521e-06
49,16,4.9033114,0.096688602,1.6523101e-08,1.1603511e-09
50,0,0,0.05,6.3111827e-10,2.2848834e-11
50,1,0.05,0.1,2.0683055e-08,1.5240298e-09
50,2,0.15,0.2,6.9189981e-07,1.0433119e-07
50,3,0.35,0.35029549,1.239013e-05,3.260154e-06
50,4,0.70029549,0.33029283,1.0076917e-05,2.3218164e-06
50,5,1.0305883,0.33238906,1.0046005e-05,2.1746365e-06
50,6,1.3629774,0.35362923,1.1786178e-05,2.5381312e-06
50,7,1.7166066,0.3771025,1.5835662e-05,4.7604195e-06
50,8,2.0937091,0.3534071,1.3745433e-05,3.5133305e-06
50,9,2.4471162,0.32237278,8.8758371e-06,1.9295538e-06
50,10,2.769489,0.34327609,1.1118167e-05,2.3753166e-06
50,11,3.1127651,0.36510516,1.2000826e-05,3.5596765e-06
50,12,3.4778702,0.33199518,9.4368926e-06,2.3535328e-06
50,13,3.8098654,0.33165273,1.0261018e-05,2.3888064e-06
50,14,4.1415182,0.33038294,9.8216069e-06,2.1288281e-06
50,15,4.4719011,0.35157199,1.1686753e-05,2.4475031e-06
50,16,4.8234731,0.17652691,3.6319875e-07,4.8249581e-08
51,0,0,0.05,5.9384098e-10,2.04603e-11
51,1,0.05,0.1,1.8471794e-08,1.3210328e-09
51,2,0.15,0.2,6.0032579e-07,9.3487565e-08
51,3,0.35,0.37117173,1.4859803e-05,4.3637698e-06
51,4,0.72117173,0.35104637,1.3342707e-05,3.3773702e-06
51,5,1.0722181,0.32309126,8.9660693e-06,1.9488268e-06
51,6,1.3953094,0.34403106,1.1183004e-05,2.3856895e-06
51,7,1.7393404,0.36594305,1.1995822e-05,3.6410917e-06
51,8,2.1052835,0.3304565,9.2811616e-06,2.2965155e-06
